iso	name	region	category	family	tags	tags_catalog	tags_auto	has_catalog_wikipedia_url	in_catalog	in_mixer_map	mixer_ready	bases	base_count	has_invalid_bases	invalid_bases	has_unique_base	base_set_key	base_set_cluster_size	wiki_lists	wiki_lists_direct	wiki_lists_inferred	wiki_inferred_by	wiki_titles	wiki_sources	wiki_names	wiki_items_count
gogodala	Gogodala	Pacific	Papuan	Gogodala–Suki	space		space	false	true	true	true	195,263,369	3	false		false	195,263,369	1	tools/mixer-meta/wikipedia-languages-of-oceania.json		tools/mixer-meta/wikipedia-languages-of-oceania.json	category:Papuan;region:Pacific	Wikipedia: Languages of Oceania – Papuan & Pacific subset	https://en.wikipedia.org/wiki/Languages_of_Oceania		0
gogodala-suki	Gogodala-Suki	Pacific	Papuan	Papuan	family	family		false	true	true	false	360,454,520	3	false		false	360,454,520	1	tools/mixer-meta/wikipedia-languages-of-oceania.json		tools/mixer-meta/wikipedia-languages-of-oceania.json	category:Papuan;family:Papuan;region:Pacific	Wikipedia: Languages of Oceania – Papuan & Pacific subset	https://en.wikipedia.org/wiki/Languages_of_Oceania		0
goguryeo-korean	Goguryeo Korean	East Asia	Koreanic	Old Korean	extinct	extinct		false	true	true	true	10,11,68	3	false		false	10,11,68	1								0
goilalan	Goilalan	Pacific	Papuan	Papuan	family	family		false	true	true	false	360,365,454	3	false		false	360,365,454	1	tools/mixer-meta/wikipedia-languages-of-oceania.json		tools/mixer-meta/wikipedia-languages-of-oceania.json	category:Papuan;family:Papuan;region:Pacific	Wikipedia: Languages of Oceania – Papuan & Pacific subset	https://en.wikipedia.org/wiki/Languages_of_Oceania		0
goji-language	Goji language	Africa	Afroasiatic	Chadic	hyphen		hyphen	false	true	true	true	132	1	false		false	132	121	tools/mixer-meta/wikipedia-languages-of-africa-full.json;tools/mixer-meta/wikipedia-languages-of-africa-major.json		tools/mixer-meta/wikipedia-languages-of-africa-full.json;tools/mixer-meta/wikipedia-languages-of-africa-major.json	region:Africa	Wikipedia: Languages of Africa – full table snapshot;Wikipedia: Languages of Africa – major languages subset	https://en.wikipedia.org/wiki/Languages_of_Africa;https://en.wikipedia.org/wiki/Languages_of_Africa		0
gola	Gola	Africa	Niger-Congo	Mel				false	true	true	true	129	1	false		false	129	1	tools/mixer-meta/wikipedia-languages-of-africa-full.json;tools/mixer-meta/wikipedia-languages-of-africa-major.json		tools/mixer-meta/wikipedia-languages-of-africa-full.json;tools/mixer-meta/wikipedia-languages-of-africa-major.json	region:Africa	Wikipedia: Languages of Africa – full table snapshot;Wikipedia: Languages of Africa – major languages subset	https://en.wikipedia.org/wiki/Languages_of_Africa;https://en.wikipedia.org/wiki/Languages_of_Africa		0
golin	Golin	Pacific	Papuan	Chimbu–Wahgi	apostrophe;space		apostrophe;space	false	true	true	true	193,195,197,263	4	false		false	193,195,197,263	1	tools/mixer-meta/wikipedia-languages-of-oceania.json		tools/mixer-meta/wikipedia-languages-of-oceania.json	category:Papuan;region:Pacific	Wikipedia: Languages of Oceania – Papuan & Pacific subset	https://en.wikipedia.org/wiki/Languages_of_Oceania		0
gondi	Gondi	Asia	Dravidian	South-Central Dravidian				true	true	true	true	374,375	2	false		false	374,375	1	tools/mixer-meta/wikipedia-languages-of-asia-official-languages.json;tools/mixer-meta/wikipedia-languages-of-india-census.json;tools/mixer-meta/wikipedia-languages-of-south-asia.json;tools/mixer-meta/wikipedia-languages-of-southeast-asia.json;tools/mixer-meta/wikipedia-languages-of-west-asia.json	tools/mixer-meta/wikipedia-languages-of-india-census.json	tools/mixer-meta/wikipedia-languages-of-asia-official-languages.json;tools/mixer-meta/wikipedia-languages-of-south-asia.json;tools/mixer-meta/wikipedia-languages-of-southeast-asia.json;tools/mixer-meta/wikipedia-languages-of-west-asia.json	region:Asia	Wikipedia: Languages of Asia – official languages table;Wikipedia: Languages of India – census tables snapshot;Wikipedia: Languages of South Asia – regional subset;Wikipedia: Languages of Southeast Asia – regional subset;Wikipedia: Languages of West Asia – regional subset	https://en.wikipedia.org/wiki/Languages_of_Asia;https://en.wikipedia.org/wiki/Languages_of_India;https://en.wikipedia.org/wiki/Languages_of_South_Asia;https://en.wikipedia.org/wiki/Languages_of_Southeast_Asia;https://en.wikipedia.org/wiki/West_Asia	Gondi	1
gong	Gong	Sino-Tibetan region	Sino-Tibetan	Sino-Tibetan				false	true	true	true	102	1	false		true	102	1	tools/mixer-meta/wikipedia-gongduk-language.json		tools/mixer-meta/wikipedia-gongduk-language.json	category:Sino-Tibetan;family:Sino-Tibetan	Wikipedia: Gongduk language – Bhutan Sino-Tibetan microfamily representative	https://en.wikipedia.org/wiki/Gongduk_language		0
gonga	Gonga	Africa	Afroasiatic	Omotic	hyphen		hyphen	false	true	true	true	144	1	false		false	144	5	tools/mixer-meta/wikipedia-languages-of-africa-full.json;tools/mixer-meta/wikipedia-languages-of-africa-major.json		tools/mixer-meta/wikipedia-languages-of-africa-full.json;tools/mixer-meta/wikipedia-languages-of-africa-major.json	region:Africa	Wikipedia: Languages of Africa – full table snapshot;Wikipedia: Languages of Africa – major languages subset	https://en.wikipedia.org/wiki/Languages_of_Africa;https://en.wikipedia.org/wiki/Languages_of_Africa		0
gongduk	Gongduk	Sino-Tibetan region	Sino-Tibetan	Sino-Tibetan				false	true	true	true	97	1	false		true	97	1	tools/mixer-meta/wikipedia-gongduk-language.json	tools/mixer-meta/wikipedia-gongduk-language.json		category:Sino-Tibetan;family:Sino-Tibetan	Wikipedia: Gongduk language – Bhutan Sino-Tibetan microfamily representative	https://en.wikipedia.org/wiki/Gongduk_language	Gongduk	1
gooniyandi	Gooniyandi	Australia	Australian Aboriginal	Australian Aboriginal	hyphen		hyphen	true	true	true	true	2,4,13,312	4	false		false	2,4,13,312	1								0
gorap	Gorap	Asia	Creole	Malay-based	creole;space	creole	space	false	true	true	true	310	1	false		false	310	7	tools/mixer-meta/wikipedia-languages-of-asia-official-languages.json;tools/mixer-meta/wikipedia-languages-of-south-asia.json;tools/mixer-meta/wikipedia-languages-of-southeast-asia.json;tools/mixer-meta/wikipedia-languages-of-west-asia.json		tools/mixer-meta/wikipedia-languages-of-asia-official-languages.json;tools/mixer-meta/wikipedia-languages-of-south-asia.json;tools/mixer-meta/wikipedia-languages-of-southeast-asia.json;tools/mixer-meta/wikipedia-languages-of-west-asia.json	region:Asia	Wikipedia: Languages of Asia – official languages table;Wikipedia: Languages of South Asia – regional subset;Wikipedia: Languages of Southeast Asia – regional subset;Wikipedia: Languages of West Asia – regional subset	https://en.wikipedia.org/wiki/Languages_of_Asia;https://en.wikipedia.org/wiki/Languages_of_South_Asia;https://en.wikipedia.org/wiki/Languages_of_Southeast_Asia;https://en.wikipedia.org/wiki/West_Asia		0
goroka	Goroka	Pacific	Papuan	Kainantu–Goroka	apostrophe;space		apostrophe;space	false	true	true	true	193,197,198,263	4	false		false	193,197,198,263	1	tools/mixer-meta/wikipedia-languages-of-oceania.json		tools/mixer-meta/wikipedia-languages-of-oceania.json	category:Papuan;region:Pacific	Wikipedia: Languages of Oceania – Papuan & Pacific subset	https://en.wikipedia.org/wiki/Languages_of_Oceania		0
goryeo-korean	Goryeo Korean	East Asia	Koreanic	Middle Korean				false	true	true	true	10,11,69	3	false		false	10,11,69	1								0
goundo	Goundo	Africa	Niger-Congo	Niger-Congo	hyphen		hyphen	false	true	true	true	112,113,126	3	false		false	112,113,126	1	tools/mixer-meta/wikipedia-languages-of-africa-full.json;tools/mixer-meta/wikipedia-languages-of-africa-major.json	tools/mixer-meta/wikipedia-languages-of-africa-full.json	tools/mixer-meta/wikipedia-languages-of-africa-major.json	region:Africa	Wikipedia: Languages of Africa – full table snapshot;Wikipedia: Languages of Africa – major languages subset	https://en.wikipedia.org/wiki/Languages_of_Africa;https://en.wikipedia.org/wiki/Languages_of_Africa	Goundo	1
gourmanche	Gourmanché	Africa	Niger-Congo	Niger-Congo	diacritics;hyphen		diacritics;hyphen	false	true	true	true	112,113,127	3	false		false	112,113,127	1	tools/mixer-meta/wikipedia-languages-of-africa-full.json;tools/mixer-meta/wikipedia-languages-of-africa-major.json	tools/mixer-meta/wikipedia-languages-of-africa-full.json	tools/mixer-meta/wikipedia-languages-of-africa-major.json	region:Africa	Wikipedia: Languages of Africa – full table snapshot;Wikipedia: Languages of Africa – major languages subset	https://en.wikipedia.org/wiki/Languages_of_Africa;https://en.wikipedia.org/wiki/Languages_of_Africa	Gourmanché	1
grand-valley-dani	Grand Valley Dani	Pacific	Papuan	Dani	space		space	false	true	true	true	25,193,263,366	4	false		false	25,193,263,366	1	tools/mixer-meta/wikipedia-languages-of-oceania.json		tools/mixer-meta/wikipedia-languages-of-oceania.json	category:Papuan;region:Pacific	Wikipedia: Languages of Oceania – Papuan & Pacific subset	https://en.wikipedia.org/wiki/Languages_of_Oceania		0
grass-koiari	Grass Koiari	Pacific	Papuan	Southeast Papuan	space		space	false	true	true	true	25,198	2	false		false	25,198	1	tools/mixer-meta/wikipedia-languages-of-oceania.json		tools/mixer-meta/wikipedia-languages-of-oceania.json	category:Papuan;region:Pacific	Wikipedia: Languages of Oceania – Papuan & Pacific subset	https://en.wikipedia.org/wiki/Languages_of_Oceania		0
greater-awyu	Greater Awyu	Pacific	Papuan	Trans–New Guinea	family;space	family	space	false	true	true	false	195,263,360,365	4	false		false	195,263,360,365	0	tools/mixer-meta/wikipedia-languages-of-oceania.json		tools/mixer-meta/wikipedia-languages-of-oceania.json	category:Papuan;region:Pacific	Wikipedia: Languages of Oceania – Papuan & Pacific subset	https://en.wikipedia.org/wiki/Languages_of_Oceania		0
greater-barito	Greater Barito	Pacific	Austronesian	Austronesian	family;space	family	space	false	true	true	false	194,196	2	false		false	194,196	0	tools/mixer-meta/wikipedia-languages-of-oceania.json		tools/mixer-meta/wikipedia-languages-of-oceania.json	region:Pacific	Wikipedia: Languages of Oceania – Papuan & Pacific subset	https://en.wikipedia.org/wiki/Languages_of_Oceania		0
greater-central-philippine	Greater Central Philippine	Pacific	Austronesian	Austronesian	family;space	family	space	false	true	true	false	193,194	2	false		false	193,194	11	tools/mixer-meta/wikipedia-languages-of-oceania.json		tools/mixer-meta/wikipedia-languages-of-oceania.json	region:Pacific	Wikipedia: Languages of Oceania – Papuan & Pacific subset	https://en.wikipedia.org/wiki/Languages_of_Oceania		0
greater-magaric	Greater Magaric	Sino-Tibetan region	Sino-Tibetan	Sino-Tibetan				false	true	true	true	75	1	false		false	75	6	tools/mixer-meta/wikipedia-gongduk-language.json		tools/mixer-meta/wikipedia-gongduk-language.json	category:Sino-Tibetan;family:Sino-Tibetan	Wikipedia: Gongduk language – Bhutan Sino-Tibetan microfamily representative	https://en.wikipedia.org/wiki/Gongduk_language		0
greater-north-borneo	Greater North Borneo	Pacific	Austronesian	Austronesian	family;space	family	space	false	true	true	false	496	1	false		false	496	0	tools/mixer-meta/wikipedia-languages-of-oceania.json		tools/mixer-meta/wikipedia-languages-of-oceania.json	region:Pacific	Wikipedia: Languages of Oceania – Papuan & Pacific subset	https://en.wikipedia.org/wiki/Languages_of_Oceania		0
greater-siangic	Greater Siangic	Sino-Tibetan region	Sino-Tibetan	Sino-Tibetan				false	true	true	true	47,94	2	false		false	47,94	1	tools/mixer-meta/wikipedia-gongduk-language.json		tools/mixer-meta/wikipedia-gongduk-language.json	category:Sino-Tibetan;family:Sino-Tibetan	Wikipedia: Gongduk language – Bhutan Sino-Tibetan microfamily representative	https://en.wikipedia.org/wiki/Gongduk_language		0
greenlandic-lang	Greenlandic	Arctic	Eskimo-Aleut	Eskimo-Aleut				true	true	true	true	305	1	false		false	305	2								0
grenadian-creole-english	Grenadian Creole English	Caribbean	Creole	English-based	creole;space	creole	space	false	true	true	true	308	1	false		false	308	18	tools/mixer-meta/wikipedia-list-english-based-pidgins-full.json		tools/mixer-meta/wikipedia-list-english-based-pidgins-full.json	family:English-based	Wikipedia: List of English-based pidgins – full article list	https://en.wikipedia.org/wiki/List_of_English-based_pidgins		0
grenadian-creole-french	Grenadian Creole French	The Americas	Creole	French-based	creole	creole		false	true	true	true	2	1	false		false	2	17	tools/mixer-meta/wikipedia-indigenous-languages-of-the-americas.json		tools/mixer-meta/wikipedia-indigenous-languages-of-the-americas.json	region:The Americas	Wikipedia: Indigenous languages of the Americas – macro-family subset	https://en.wikipedia.org/wiki/Indigenous_languages_of_the_Americas		0
grossetano	Grossetano	Europe	Romance	Dialects	space		space	false	true	true	true	3,306	2	false		false	3,306	7	tools/mixer-meta/wikipedia-languages-of-europe.json		tools/mixer-meta/wikipedia-languages-of-europe.json	region:Europe	Wikipedia: Languages of Europe – regional subset	https://en.wikipedia.org/wiki/Languages_of_Europe		0
gsw	Swiss German	Europe	Germanic	Germanic				true	true	true	true	0,2,3	3	false		false	0,2,3	1	tools/mixer-meta/wikipedia-languages-of-europe.json	tools/mixer-meta/wikipedia-languages-of-europe.json		region:Europe	Wikipedia: Languages of Europe – regional subset	https://en.wikipedia.org/wiki/Languages_of_Europe	Swiss German	1
gta	Gta	Asia	Austroasiatic	Munda				false	true	true	true	181	1	false		false	181	4	tools/mixer-meta/wikipedia-languages-of-asia-official-languages.json;tools/mixer-meta/wikipedia-languages-of-south-asia.json;tools/mixer-meta/wikipedia-languages-of-southeast-asia.json;tools/mixer-meta/wikipedia-languages-of-west-asia.json		tools/mixer-meta/wikipedia-languages-of-asia-official-languages.json;tools/mixer-meta/wikipedia-languages-of-south-asia.json;tools/mixer-meta/wikipedia-languages-of-southeast-asia.json;tools/mixer-meta/wikipedia-languages-of-west-asia.json	region:Asia	Wikipedia: Languages of Asia – official languages table;Wikipedia: Languages of South Asia – regional subset;Wikipedia: Languages of Southeast Asia – regional subset;Wikipedia: Languages of West Asia – regional subset	https://en.wikipedia.org/wiki/Languages_of_Asia;https://en.wikipedia.org/wiki/Languages_of_South_Asia;https://en.wikipedia.org/wiki/Languages_of_Southeast_Asia;https://en.wikipedia.org/wiki/West_Asia		0
guanche	Guanche language	North Africa	Afroasiatic	Berber	hyphen;space		hyphen;space	true	true	true	true	17,133	2	false		false	17,133	1								0
guarani	Guarani	South America	Tupian	Tupian	diacritics;hyphen		diacritics;hyphen	true	true	true	true	173	1	false		false	173	6	tools/mixer-meta/wikipedia-indigenous-languages-of-the-americas.json;tools/mixer-meta/wikipedia-list-languages-by-native-speakers.json;tools/mixer-meta/wikipedia-list-official-languages-by-institution-full.json	tools/mixer-meta/wikipedia-indigenous-languages-of-the-americas.json;tools/mixer-meta/wikipedia-list-languages-by-native-speakers.json;tools/mixer-meta/wikipedia-list-official-languages-by-institution-full.json			Wikipedia: Indigenous languages of the Americas – macro-family subset;Wikipedia: List of languages by number of native speakers (seed subset);Wikipedia: List of official languages by institution – full article list	https://en.wikipedia.org/wiki/Indigenous_languages_of_the_Americas;https://en.wikipedia.org/wiki/List_of_languages_by_number_of_native_speakers;https://en.wikipedia.org/wiki/List_of_official_languages_of_international_organizations	Guarani	3
gub	Guajajara (Tenetehara)	South America	Tupian	Tupian	diacritics;hyphen		diacritics;hyphen	true	true	true	true	13,173	2	false		false	13,173	1	tools/mixer-meta/wikipedia-indigenous-languages-of-the-americas.json	tools/mixer-meta/wikipedia-indigenous-languages-of-the-americas.json			Wikipedia: Indigenous languages of the Americas – macro-family subset	https://en.wikipedia.org/wiki/Indigenous_languages_of_the_Americas	Guajajara	1
gude-language	Gude language	Africa	Afroasiatic	Chadic	diacritics;hyphen		diacritics;hyphen	false	true	true	true	127,132	2	false		false	127,132	1	tools/mixer-meta/wikipedia-languages-of-africa-full.json;tools/mixer-meta/wikipedia-languages-of-africa-major.json		tools/mixer-meta/wikipedia-languages-of-africa-full.json;tools/mixer-meta/wikipedia-languages-of-africa-major.json	region:Africa	Wikipedia: Languages of Africa – full table snapshot;Wikipedia: Languages of Africa – major languages subset	https://en.wikipedia.org/wiki/Languages_of_Africa;https://en.wikipedia.org/wiki/Languages_of_Africa		0
gudu-language	Gudu language	Africa	Afroasiatic	Chadic	hyphen		hyphen	false	true	true	true	128,132	2	false		false	128,132	1	tools/mixer-meta/wikipedia-languages-of-africa-full.json;tools/mixer-meta/wikipedia-languages-of-africa-major.json		tools/mixer-meta/wikipedia-languages-of-africa-full.json;tools/mixer-meta/wikipedia-languages-of-africa-major.json	region:Africa	Wikipedia: Languages of Africa – full table snapshot;Wikipedia: Languages of Africa – major languages subset	https://en.wikipedia.org/wiki/Languages_of_Africa;https://en.wikipedia.org/wiki/Languages_of_Africa		0
guduf-gava-language	Guduf-Gava language	Africa	Afroasiatic	Chadic	hyphen		hyphen	false	true	true	true	126,129,132	3	false		false	126,129,132	1	tools/mixer-meta/wikipedia-languages-of-africa-full.json;tools/mixer-meta/wikipedia-languages-of-africa-major.json		tools/mixer-meta/wikipedia-languages-of-africa-full.json;tools/mixer-meta/wikipedia-languages-of-africa-major.json	region:Africa	Wikipedia: Languages of Africa – full table snapshot;Wikipedia: Languages of Africa – major languages subset	https://en.wikipedia.org/wiki/Languages_of_Africa;https://en.wikipedia.org/wiki/Languages_of_Africa		0
guern-siais	Guernésiais	Europe	Romance	Oïl Dialects	hyphen		hyphen	false	true	true	true	2,3,279	3	false		false	2,3,279	1	tools/mixer-meta/wikipedia-languages-of-europe.json		tools/mixer-meta/wikipedia-languages-of-europe.json	region:Europe	Wikipedia: Languages of Europe – regional subset	https://en.wikipedia.org/wiki/Languages_of_Europe		0
guh	Guahibo (Sikuani)	South America	Guahiboan	Guahiboan	hyphen;space		hyphen;space	true	true	true	true	177,292,421	3	false		false	177,292,421	1	tools/mixer-meta/wikipedia-indigenous-languages-of-the-americas.json	tools/mixer-meta/wikipedia-indigenous-languages-of-the-americas.json			Wikipedia: Indigenous languages of the Americas – macro-family subset	https://en.wikipedia.org/wiki/Indigenous_languages_of_the_Americas	Sikuani	1
guinea-bissau-creole	Guinea-Bissau Creole	Upper Guinea	Creole	Portuguese-based	creole;space	creole	space	false	true	true	true	8,13,307	3	false		false	8,13,307	1	tools/mixer-meta/wikipedia-list-lingua-francas-full.json	tools/mixer-meta/wikipedia-list-lingua-francas-full.json			Wikipedia: List of lingua francas – full article list	https://en.wikipedia.org/wiki/List_of_lingua_francas	Guinea-Bissau Creole	1
guiyang	Guiyang	East Asia	Hmong-Mien	West Hmongic	apostrophe;hyphen;space		apostrophe;hyphen;space	false	true	true	true	11,51,66,69	4	false		false	11,51,66,69	1								0
gujarati	Gujarati	Asia	Indo-Aryan	Indo-Aryan				true	true	true	true	204	1	false		true	204	1	tools/mixer-meta/wikipedia-languages-of-asia-official-languages.json;tools/mixer-meta/wikipedia-languages-of-bangladesh.json;tools/mixer-meta/wikipedia-languages-of-india-census.json;tools/mixer-meta/wikipedia-languages-of-pakistan-established.json;tools/mixer-meta/wikipedia-languages-of-south-asia.json;tools/mixer-meta/wikipedia-languages-of-southeast-asia.json;tools/mixer-meta/wikipedia-languages-of-west-asia.json;tools/mixer-meta/wikipedia-list-languages-by-native-speakers.json	tools/mixer-meta/wikipedia-languages-of-asia-official-languages.json;tools/mixer-meta/wikipedia-languages-of-india-census.json;tools/mixer-meta/wikipedia-languages-of-pakistan-established.json;tools/mixer-meta/wikipedia-languages-of-south-asia.json;tools/mixer-meta/wikipedia-list-languages-by-native-speakers.json	tools/mixer-meta/wikipedia-languages-of-bangladesh.json;tools/mixer-meta/wikipedia-languages-of-southeast-asia.json;tools/mixer-meta/wikipedia-languages-of-west-asia.json	category:Indo-Aryan;family:Indo-Aryan;region:Asia	Wikipedia: Languages of Asia – official languages table;Wikipedia: Languages of Bangladesh – Indo-Aryan and non-Indo-Aryan languages;Wikipedia: Languages of India – census tables snapshot;Wikipedia: Languages of Pakistan – established languages;Wikipedia: Languages of South Asia – regional subset;Wikipedia: Languages of Southeast Asia – regional subset;Wikipedia: Languages of West Asia – regional subset;Wikipedia: List of languages by number of native speakers (seed subset)	https://en.wikipedia.org/wiki/Languages_of_Asia;https://en.wikipedia.org/wiki/Languages_of_Bangladesh;https://en.wikipedia.org/wiki/Languages_of_India;https://en.wikipedia.org/wiki/Languages_of_Pakistan;https://en.wikipedia.org/wiki/Languages_of_South_Asia;https://en.wikipedia.org/wiki/Languages_of_Southeast_Asia;https://en.wikipedia.org/wiki/West_Asia;https://en.wikipedia.org/wiki/List_of_languages_by_number_of_native_speakers	Gujarati	5
gullah	Gullah	North America	Creole	English-based	creole;diacritics;hyphen	creole	diacritics;hyphen	false	true	true	true	1,112,114	3	false		false	1,112,114	1	tools/mixer-meta/wikipedia-languages-of-north-america.json;tools/mixer-meta/wikipedia-list-english-based-pidgins-full.json		tools/mixer-meta/wikipedia-languages-of-north-america.json;tools/mixer-meta/wikipedia-list-english-based-pidgins-full.json	family:English-based;region:North America	Wikipedia: Languages of North America;Wikipedia: List of English-based pidgins – full article list	https://en.wikipedia.org/wiki/Languages_of_North_America;https://en.wikipedia.org/wiki/List_of_English-based_pidgins		0
gum	Guambiano	South America	Barbacoan	Barbacoan	diacritics;hyphen		diacritics;hyphen	true	true	true	true	27,173	2	false		false	27,173	1	tools/mixer-meta/wikipedia-indigenous-languages-of-the-americas.json	tools/mixer-meta/wikipedia-indigenous-languages-of-the-americas.json			Wikipedia: Indigenous languages of the Americas – macro-family subset	https://en.wikipedia.org/wiki/Indigenous_languages_of_the_Americas	Guambiano	1
gumuz	Gumuz	Africa	Nilo-Saharan	Gumuz	hyphen		hyphen	false	true	true	true	112,113,128	3	false		false	112,113,128	1	tools/mixer-meta/wikipedia-languages-of-africa-full.json;tools/mixer-meta/wikipedia-languages-of-africa-major.json	tools/mixer-meta/wikipedia-languages-of-africa-full.json	tools/mixer-meta/wikipedia-languages-of-africa-major.json	region:Africa	Wikipedia: Languages of Africa – full table snapshot;Wikipedia: Languages of Africa – major languages subset	https://en.wikipedia.org/wiki/Languages_of_Africa;https://en.wikipedia.org/wiki/Languages_of_Africa	Gumuz	1
guo	Guayabero	South America	Guahiboan	Guahiboan	diacritics;hyphen;space		diacritics;hyphen;space	true	true	true	true	173,421,422	3	false		false	173,421,422	1	tools/mixer-meta/wikipedia-indigenous-languages-of-the-americas.json	tools/mixer-meta/wikipedia-indigenous-languages-of-the-americas.json			Wikipedia: Indigenous languages of the Americas – macro-family subset	https://en.wikipedia.org/wiki/Indigenous_languages_of_the_Americas	Guayabero	1
gurara	Gurara language	North Africa	Afroasiatic	Berber	space		space	false	true	true	true	17	1	false		false	17	20								0
gurindji	Gurindji	Australia	Australian Aboriginal	Australian Aboriginal	hyphen		hyphen	true	true	true	true	130,133,312	3	false		false	130,133,312	1								0
gurindji-kriol	Gurindji Kriol	Misc	Mixed	Mixed	mixed;space	mixed	space	false	true	true	true	1,211	2	false		false	1,211	2								0
guruntum-language	Guruntum language	Africa	Afroasiatic	Chadic	hyphen		hyphen	false	true	true	true	132	1	false		false	132	121	tools/mixer-meta/wikipedia-languages-of-africa-full.json;tools/mixer-meta/wikipedia-languages-of-africa-major.json		tools/mixer-meta/wikipedia-languages-of-africa-full.json;tools/mixer-meta/wikipedia-languages-of-africa-major.json	region:Africa	Wikipedia: Languages of Africa – full table snapshot;Wikipedia: Languages of Africa – major languages subset	https://en.wikipedia.org/wiki/Languages_of_Africa;https://en.wikipedia.org/wiki/Languages_of_Africa		0
guugu-yimidhirr	Guugu Yimidhirr	Australia	Australian Aboriginal	Australian Aboriginal	apostrophe;diacritics;hyphen		apostrophe;diacritics;hyphen	true	true	true	true	23,312	2	false		false	23,312	1								0
guyanese-creole	Guyanese Creole	South America	Creole	English-based	creole;hyphen	creole	hyphen	false	true	true	true	1,112,120	3	false		false	1,112,120	1	tools/mixer-meta/wikipedia-list-english-based-pidgins-full.json		tools/mixer-meta/wikipedia-list-english-based-pidgins-full.json	family:English-based	Wikipedia: List of English-based pidgins – full article list	https://en.wikipedia.org/wiki/List_of_English-based_pidgins		0
gvj	Guajá	South America	Tupian	Tupian	diacritics;hyphen		diacritics;hyphen	true	true	true	true	8,173	2	false		false	8,173	1	tools/mixer-meta/wikipedia-indigenous-languages-of-the-americas.json	tools/mixer-meta/wikipedia-indigenous-languages-of-the-americas.json			Wikipedia: Indigenous languages of the Americas – macro-family subset	https://en.wikipedia.org/wiki/Indigenous_languages_of_the_Americas	Guajá	1
gvoko-language	Gvoko language	Africa	Afroasiatic	Chadic	hyphen		hyphen	false	true	true	true	112,113,116,132	4	false		false	112,113,116,132	1	tools/mixer-meta/wikipedia-languages-of-africa-full.json;tools/mixer-meta/wikipedia-languages-of-africa-major.json		tools/mixer-meta/wikipedia-languages-of-africa-full.json;tools/mixer-meta/wikipedia-languages-of-africa-major.json	region:Africa	Wikipedia: Languages of Africa – full table snapshot;Wikipedia: Languages of Africa – major languages subset	https://en.wikipedia.org/wiki/Languages_of_Africa;https://en.wikipedia.org/wiki/Languages_of_Africa		0
gvr	Gurung	Asia	Sino-Tibetan	Gurungic				false	true	true	true	55,56	2	false		false	55,56	4	tools/mixer-meta/wikipedia-gongduk-language.json;tools/mixer-meta/wikipedia-languages-of-asia-official-languages.json;tools/mixer-meta/wikipedia-languages-of-nepal-census.json;tools/mixer-meta/wikipedia-languages-of-south-asia.json;tools/mixer-meta/wikipedia-languages-of-southeast-asia.json;tools/mixer-meta/wikipedia-languages-of-west-asia.json	tools/mixer-meta/wikipedia-languages-of-nepal-census.json	tools/mixer-meta/wikipedia-gongduk-language.json;tools/mixer-meta/wikipedia-languages-of-asia-official-languages.json;tools/mixer-meta/wikipedia-languages-of-south-asia.json;tools/mixer-meta/wikipedia-languages-of-southeast-asia.json;tools/mixer-meta/wikipedia-languages-of-west-asia.json	category:Sino-Tibetan;region:Asia	Wikipedia: Gongduk language – Bhutan Sino-Tibetan microfamily representative;Wikipedia: Languages of Asia – official languages table;Wikipedia: Languages of Nepal – census tables snapshot;Wikipedia: Languages of South Asia – regional subset;Wikipedia: Languages of Southeast Asia – regional subset;Wikipedia: Languages of West Asia – regional subset	https://en.wikipedia.org/wiki/Gongduk_language;https://en.wikipedia.org/wiki/Languages_of_Asia;https://en.wikipedia.org/wiki/Languages_of_Nepal;https://en.wikipedia.org/wiki/Languages_of_South_Asia;https://en.wikipedia.org/wiki/Languages_of_Southeast_Asia;https://en.wikipedia.org/wiki/West_Asia	Gurung	1
gwandara-language	Gwandara language	Africa	Afroasiatic	Chadic	diacritics;hyphen		diacritics;hyphen	false	true	true	true	112,114,117,132	4	false		false	112,114,117,132	1	tools/mixer-meta/wikipedia-languages-of-africa-full.json;tools/mixer-meta/wikipedia-languages-of-africa-major.json		tools/mixer-meta/wikipedia-languages-of-africa-full.json;tools/mixer-meta/wikipedia-languages-of-africa-major.json	region:Africa	Wikipedia: Languages of Africa – full table snapshot;Wikipedia: Languages of Africa – major languages subset	https://en.wikipedia.org/wiki/Languages_of_Africa;https://en.wikipedia.org/wiki/Languages_of_Africa		0
gwari	Gwari	Africa	Niger-Congo	Niger-Congo	hyphen		hyphen	false	true	true	true	112,113,129	3	false		false	112,113,129	1	tools/mixer-meta/wikipedia-languages-of-africa-full.json;tools/mixer-meta/wikipedia-languages-of-africa-major.json	tools/mixer-meta/wikipedia-languages-of-africa-full.json	tools/mixer-meta/wikipedia-languages-of-africa-major.json	region:Africa	Wikipedia: Languages of Africa – full table snapshot;Wikipedia: Languages of Africa – major languages subset	https://en.wikipedia.org/wiki/Languages_of_Africa;https://en.wikipedia.org/wiki/Languages_of_Africa	Gwari	1
