i|name|filename|seedCount|d|m|min|max|region|family|seeds25|reviewed
201133|Oweina|namebases-dedicated.js|20|lnrt|0|4|12|Pacific|Kainantu–Goroka|NO|NO
201134|Pa|namebases-oceania.js|20|eg|0|4|12|Pacific|Awin–Pa|NO|NO
201134|Pa|namebases-dedicated.js|20|lnrt|0|4|12|Pacific|Awin–Pa|NO|NO
201135|Paiwan|namebases-oceania.js|47|t|0|4|12|Pacific|Austronesian|YES|NO
201135|Paiwan|namebases-dedicated.js|20|lnrt|0|4|12|Pacific|Austronesian|NO|NO
201136|Paniai Lakes|namebases-oceania.js|20|ego|0|4|12|Pacific|Trans–New Guinea|NO|NO
201136|Paniai Lakes|namebases-dedicated.js|13|lnrt|0|4|12|Pacific|Trans–New Guinea|NO|NO
201137|Papora|namebases-oceania.js|50|t|0|4|12|Pacific|Formosan|YES|NO
201137|Papora|namebases-dedicated.js|20|lnrt|0|4|12|Pacific|Formosan|NO|NO
201138|Papora-Hoanya|namebases-oceania.js|50|ego|0|4|12|Pacific|Formosan|YES|NO
201138|Papora-Hoanya|namebases-dedicated.js|12|lnrt|0|4|12|Pacific|Formosan|NO|NO
201139|Papuan Tip|namebases-oceania.js|24|ego|0|4|12|Pacific|Austronesian|NO|NO
201139|Papuan Tip|namebases-dedicated.js|20|lnrt|0|4|12|Pacific|Austronesian|NO|NO
201140|Pazeh|namebases-oceania.js|50|lnrt|0|4|12|Pacific|Formosan|YES|NO
201140|Pazeh|namebases-dedicated.js|17|lnrt|0|4|12|Pacific|Formosan|NO|NO
201141|Pisa|namebases-oceania.js|20|ego|0|4|12|Pacific|Greater Awyu|NO|NO
201141|Pisa|namebases-dedicated.js|12|lnrt|0|4|12|Pacific|Greater Awyu|NO|NO
201142|Pitcairn-Norfolk|namebases-oceania.js|20|t|0|4|12|Pacific|English-based|NO|NO
201142|Pitcairn-Norfolk|namebases-dedicated.js|20|lnrt|0|4|12|Pacific|English-based|NO|NO
201143|Pitkern|namebases-oceania.js|20|l|0|4|12|Pacific|English-based|NO|NO
201143|Pitkern|namebases-dedicated.js|20|lnrt|0|4|12|Pacific|English-based|NO|NO
201144|Pogaya|namebases-oceania.js|20|l|0|4|12|Pacific|Duna–Pogaya|NO|NO
201144|Pogaya|namebases-dedicated.js|20|lnrt|0|4|12|Pacific|Duna–Pogaya|NO|NO
201145|Puyuma|namebases-oceania.js|47|t|0|4|12|Pacific|Austronesian|YES|NO
201145|Puyuma|namebases-dedicated.js|20|lnrt|0|4|12|Pacific|Austronesian|NO|NO
201146|Rapa Nui|namebases-oceania.js|24|ego|0|4|12|Pacific|Polynesian|NO|NO
201146|Rapa Nui|namebases-dedicated.js|11|lnrt|0|4|12|Pacific|Polynesian|NO|NO
201147|Retta|namebases-oceania.js|34|a|0|4|12|Pacific|Alor–Pantar|YES|NO
201147|Retta|namebases-dedicated.js|20|lnrt|0|4|12|Pacific|Alor–Pantar|NO|NO
201148|Riantana|namebases-oceania.js|20|t|0|4|12|Pacific|Kolopom|NO|NO
201148|Riantana|namebases-dedicated.js|20|lnrt|0|4|12|Pacific|Kolopom|NO|NO
201149|Rotokas|namebases-oceania.js|20|t|0|4|12|Pacific|North Bougainville|NO|NO
201149|Rotokas|namebases-dedicated.js|20|lnrt|0|4|12|Pacific|North Bougainville|NO|NO
201150|Rukai|namebases-oceania.js|47|t|0|4|12|Pacific|Austronesian|YES|NO
201150|Rukai|namebases-dedicated.js|20|lnrt|0|4|12|Pacific|Austronesian|NO|NO
201151|Rumu|namebases-oceania.js|20|ego|0|4|12|Pacific|Turama–Kikorian|NO|NO
201151|Rumu|namebases-dedicated.js|20|lnrt|0|4|12|Pacific|Turama–Kikorian|NO|NO
201152|Rusenu|namebases-oceania.js|20|t|0|4|12|Pacific|East Timor Papuan|NO|NO
201152|Rusenu|namebases-dedicated.js|20|lnrt|0|4|12|Pacific|East Timor Papuan|NO|NO
201153|Saaroa|namebases-oceania.js|50|t|0|4|12|Pacific|Formosan|YES|NO
201153|Saaroa|namebases-dedicated.js|20|lnrt|0|4|12|Pacific|Formosan|NO|NO
201154|Sabakor|namebases-oceania.js|20|ego|0|4|12|Pacific|Asmat–Kamoro|NO|NO
201154|Sabakor|namebases-dedicated.js|20|lnrt|0|4|12|Pacific|Asmat–Kamoro|NO|NO
201155|Safeyoka|namebases-oceania.js|20|t|0|4|12|Pacific|Angan|NO|NO
201155|Safeyoka|namebases-dedicated.js|20|lnrt|0|4|12|Pacific|Angan|NO|NO
201156|Saisiyat|namebases-oceania.js|50|t|0|4|12|Pacific|Formosan|YES|NO
201156|Saisiyat|namebases-dedicated.js|20|lnrt|0|4|12|Pacific|Formosan|NO|NO
201157|Sakizaya|namebases-oceania.js|50|ego|0|4|12|Pacific|Formosan|YES|NO
201157|Sakizaya|namebases-dedicated.js|20|lnrt|0|4|12|Pacific|Formosan|NO|NO
201158|Salt-Yui|namebases-oceania.js|20|ego|0|4|12|Pacific|Chimbu–Wahgi|NO|NO
201158|Salt-Yui|namebases-dedicated.js|18|lnrt|0|4|12|Pacific|Chimbu–Wahgi|NO|NO
201159|Samberigi|namebases-oceania.js|20|t|0|4|12|Pacific|Engan|NO|NO
201159|Samberigi|namebases-dedicated.js|20|lnrt|0|4|12|Pacific|Engan|NO|NO
201160|Samo|namebases-oceania.js|20|t|0|4|12|Pacific|East Strickland|NO|NO
201160|Samo|namebases-dedicated.js|20|lnrt|0|4|12|Pacific|East Strickland|NO|NO
201161|Sawi|namebases-oceania.js|20|t|0|4|12|Pacific|Greater Awyu|NO|NO
201161|Sawi|namebases-dedicated.js|20|lnrt|0|4|12|Pacific|Greater Awyu|NO|NO
201162|Saʼban|namebases-oceania.js|24|t|0|4|12|Pacific|Austronesian|NO|NO
201162|Saʼban|namebases-dedicated.js|20|lnrt|0|4|12|Pacific|Austronesian|NO|NO
201163|Seediq|namebases-oceania.js|50|lnrt|0|4|12|Pacific|Formosan|YES|NO
201163|Seediq|namebases-dedicated.js|18|lnrt|0|4|12|Pacific|Formosan|NO|NO
201164|Sempan|namebases-oceania.js|20|ego|0|4|12|Pacific|Asmat–Kamoro|NO|NO
201164|Sempan|namebases-dedicated.js|20|lnrt|0|4|12|Pacific|Asmat–Kamoro|NO|NO
201165|Setaman|namebases-oceania.js|50|t|0|4|12|Pacific|Ok–Oksapmin|YES|NO
201165|Setaman|namebases-dedicated.js|20|lnrt|0|4|12|Pacific|Ok–Oksapmin|NO|NO
201166|Shiaxa|namebases-oceania.js|20|eg|0|4|12|Pacific|Greater Awyu|NO|NO
201166|Shiaxa|namebases-dedicated.js|20|lnrt|0|4|12|Pacific|Greater Awyu|NO|NO
201167|Siane|namebases-oceania.js|50|t|0|4|12|Pacific|Kainantu–Goroka|YES|NO
201167|Siane|namebases-dedicated.js|17|lnrt|0|4|12|Pacific|Kainantu–Goroka|NO|NO
201168|Silimo|namebases-oceania.js|50|eg|0|4|12|Pacific|Dani|YES|NO
201168|Silimo|namebases-dedicated.js|20|lnrt|0|4|12|Pacific|Dani|NO|NO
201169|Simbari|namebases-oceania.js|20|lps|0|4|12|Pacific|Angan|NO|NO
201169|Simbari|namebases-dedicated.js|20|lnrt|0|4|12|Pacific|Angan|NO|NO
201170|Sinasina|namebases-oceania.js|20|t|0|4|12|Pacific|Chimbu–Wahgi|NO|NO
201170|Sinasina|namebases-dedicated.js|20|lnrt|0|4|12|Pacific|Chimbu–Wahgi|NO|NO
201171|Singlish|namebases-oceania.js|45|t|0|4|12|Pacific|English-based|YES|NO
201171|Singlish|namebases-dedicated.js|14|lnrt|0|4|12|Pacific|English-based|NO|NO
201172|Somahai|namebases-oceania.js|20|eglmos|0|4|12|Pacific|Bayono–Awbono|NO|NO
201172|Somahai|namebases-dedicated.js|20|lnrt|0|4|12|Pacific|Bayono–Awbono|NO|NO
201173|Some|namebases-oceania.js|20|t|0|4|12|Pacific|Kutubuan|NO|NO
201173|Some|namebases-dedicated.js|20|lnrt|0|4|12|Pacific|Kutubuan|NO|NO
201174|Sonia|namebases-oceania.js|20|t|0|4|12|Pacific|Bosavi|NO|NO
201174|Sonia|namebases-dedicated.js|20|lnrt|0|4|12|Pacific|Bosavi|NO|NO
201175|Sonsorolese|namebases-oceania.js|20|t|0|4|12|Pacific|Sonsorolese|NO|NO
201175|Sonsorolese|namebases-dedicated.js|13|lnrt|0|4|12|Pacific|Sonsorolese|NO|NO
201176|Squliq Atayal|namebases-oceania.js|50|n|0|4|12|Pacific|Formosan|YES|NO
201176|Squliq Atayal|namebases-dedicated.js|20|lnrt|0|4|12|Pacific|Formosan|NO|NO
201177|Suena|namebases-oceania.js|20|ego|0|4|12|Pacific|Binanderean|NO|NO
201177|Suena|namebases-dedicated.js|20|lnrt|0|4|12|Pacific|Binanderean|NO|NO
201178|Suganga|namebases-oceania.js|50|t|0|4|12|Pacific|Ok–Oksapmin|YES|NO
201178|Suganga|namebases-dedicated.js|20|lnrt|0|4|12|Pacific|Ok–Oksapmin|NO|NO
201179|Suki|namebases-oceania.js|20|eg|0|4|12|Pacific|Gogodala–Suki|NO|NO
201179|Suki|namebases-dedicated.js|20|lnrt|0|4|12|Pacific|Gogodala–Suki|NO|NO
201180|Susuami|namebases-oceania.js|20|t|0|4|12|Pacific|Angan|NO|NO
201180|Susuami|namebases-dedicated.js|20|lnrt|0|4|12|Pacific|Angan|NO|NO
201181|Tainae|namebases-oceania.js|20|t|0|4|12|Pacific|Angan|NO|NO
201181|Tainae|namebases-dedicated.js|20|lnrt|0|4|12|Pacific|Angan|NO|NO
201182|Tairoa|namebases-oceania.js|50|t|0|4|12|Pacific|Kainantu–Goroka|YES|NO
201182|Tairoa|namebases-dedicated.js|20|lnrt|0|4|12|Pacific|Kainantu–Goroka|NO|NO
201183|Tairora|namebases-oceania.js|50|eg|0|4|12|Pacific|Kainantu–Goroka|YES|NO
201183|Tairora|namebases-dedicated.js|20|lnrt|0|4|12|Pacific|Kainantu–Goroka|NO|NO
201184|Tamagario|namebases-oceania.js|20|eg|0|4|12|Pacific|Kayagaric|NO|NO
201184|Tamagario|namebases-dedicated.js|20|lnrt|0|4|12|Pacific|Kayagaric|NO|NO
201185|Tangko|namebases-oceania.js|50|t|0|4|12|Pacific|Ok–Oksapmin|YES|NO
201185|Tangko|namebases-dedicated.js|20|lnrt|0|4|12|Pacific|Ok–Oksapmin|NO|NO
201186|Taokas|namebases-oceania.js|50|eg|0|4|12|Pacific|Formosan|YES|NO
201186|Taokas|namebases-dedicated.js|20|lnrt|0|4|12|Pacific|Formosan|NO|NO
201187|Tauade|namebases-oceania.js|20|ego|0|4|12|Pacific|Goilalan|NO|NO
201187|Tauade|namebases-dedicated.js|20|lnrt|0|4|12|Pacific|Goilalan|NO|NO
201188|Teiwa|namebases-oceania.js|34|t|0|4|12|Pacific|Alor–Pantar|YES|NO
201188|Teiwa|namebases-dedicated.js|20|lnrt|0|4|12|Pacific|Alor–Pantar|NO|NO
201189|Telefol|namebases-oceania.js|50|t|0|4|12|Pacific|Ok–Oksapmin|YES|NO
201189|Telefol|namebases-dedicated.js|13|lnrt|0|4|12|Pacific|Ok–Oksapmin|NO|NO
201190|Tembagla|namebases-oceania.js|20|eg|0|4|12|Pacific|Chimbu–Wahgi|NO|NO
201190|Tembagla|namebases-dedicated.js|16|lnrt|0|4|12|Pacific|Chimbu–Wahgi|NO|NO
201191|Thao|namebases-oceania.js|50|t|0|4|12|Pacific|Formosan|YES|NO
201191|Thao|namebases-dedicated.js|20|lnrt|0|4|12|Pacific|Formosan|NO|NO
201192|Tifal|namebases-oceania.js|50|ego|0|4|12|Pacific|Ok–Oksapmin|YES|NO
201192|Tifal|namebases-dedicated.js|20|lnrt|0|4|12|Pacific|Ok–Oksapmin|NO|NO
201193|Timor–Alor–Pantar|namebases-oceania.js|20|eg|0|4|12|Pacific|Trans–New Guinea|NO|NO
201193|Timor–Alor–Pantar|namebases-dedicated.js|20|lnrt|0|4|12|Pacific|Trans–New Guinea|NO|NO
201194|Tirio (Lower Fly)|namebases-oceania.js|20|t|0|4|12|Pacific|Anim|NO|NO
201194|Tirio (Lower Fly)|namebases-dedicated.js|15|lnrt|0|4|12|Pacific|Anim|NO|NO
201195|Tobian|namebases-oceania.js|20|t|0|4|12|Pacific|Tobian|NO|NO
201195|Tobian|namebases-dedicated.js|20|lnrt|0|4|12|Pacific|Tobian|NO|NO
201196|Tokano|namebases-oceania.js|50|n|0|4|12|Pacific|Kainantu–Goroka|YES|NO
201196|Tokano|namebases-dedicated.js|20|lnrt|0|4|12|Pacific|Kainantu–Goroka|NO|NO
201197|Torres Strait Creole|namebases-oceania.js|20|eg|0|4|12|Pacific|English-based|NO|NO
201197|Torres Strait Creole|namebases-dedicated.js|10|lnrt|0|4|12|Pacific|English-based|NO|NO
201198|Ts'ole' Atayal|namebases-oceania.js|50|r|0|4|12|Pacific|Formosan|YES|NO
201198|Ts'ole' Atayal|namebases-dedicated.js|20|lnrt|0|4|12|Pacific|Formosan|NO|NO
201199|Tsaukambo|namebases-oceania.js|20|ego|0|4|12|Pacific|Greater Awyu|NO|NO
201199|Tsaukambo|namebases-dedicated.js|20|lnrt|0|4|12|Pacific|Greater Awyu|NO|NO
201200|Tsou|namebases-oceania.js|50|t|0|4|12|Pacific|Formosan|YES|NO
201200|Tsou|namebases-dedicated.js|20|lnrt|0|4|12|Pacific|Formosan|NO|NO
201201|Turaka|namebases-oceania.js|20|ego|0|4|12|Pacific|Southeast Papuan|NO|NO
201201|Turaka|namebases-dedicated.js|20|lnrt|0|4|12|Pacific|Southeast Papuan|NO|NO
201202|Turama-Kikorian|namebases-oceania.js|20|t|0|4|12|Pacific|Papuan|NO|NO
201202|Turama-Kikorian|namebases-dedicated.js|20|lnrt|0|4|12|Pacific|Papuan|NO|NO
201203|Uab Meto|namebases-oceania.js|24|t|0|4|12|Pacific|Timoric|NO|NO
201203|Uab Meto|namebases-dedicated.js|20|lnrt|0|4|12|Pacific|Timoric|NO|NO
201204|Uare|namebases-oceania.js|20|lnrt|0|4|12|Pacific|Southeast Papuan|NO|NO
201204|Uare|namebases-dedicated.js|13|lnrt|0|4|12|Pacific|Southeast Papuan|NO|NO
201205|Umanakaina|namebases-oceania.js|20|t|0|4|12|Pacific|Southeast Papuan|NO|NO
201205|Umanakaina|namebases-dedicated.js|20|lnrt|0|4|12|Pacific|Southeast Papuan|NO|NO
201206|Urapmin|namebases-oceania.js|50|t|0|4|12|Pacific|Ok–Oksapmin|YES|NO
201206|Urapmin|namebases-dedicated.js|20|lnrt|0|4|12|Pacific|Ok–Oksapmin|NO|NO
201207|Usarufa|namebases-oceania.js|50|eg|0|4|12|Pacific|Kainantu–Goroka|YES|NO
201207|Usarufa|namebases-dedicated.js|17|lnrt|0|4|12|Pacific|Kainantu–Goroka|NO|NO
201208|Vaeakau-Taumako|namebases-oceania.js|27|eg|0|4|12|Pacific|Polynesian|YES|NO
201208|Vaeakau-Taumako|namebases-dedicated.js|18|lnrt|0|4|12|Pacific|Polynesian|NO|NO
201209|Waboda|namebases-oceania.js|20|flnu|0|4|12|Pacific|Kiwaian|NO|NO
201209|Waboda|namebases-dedicated.js|20|lnrt|0|4|12|Pacific|Kiwaian|NO|NO
201210|Waffa|namebases-oceania.js|50|t|0|4|12|Pacific|Kainantu–Goroka|YES|NO
201210|Waffa|namebases-dedicated.js|20|lnrt|0|4|12|Pacific|Kainantu–Goroka|NO|NO
201211|Wahgi|namebases-oceania.js|20|eg|0|4|12|Pacific|Chimbu–Wahgi|NO|NO
201211|Wahgi|namebases-dedicated.js|20|lnrt|0|4|12|Pacific|Chimbu–Wahgi|NO|NO
201212|Waimoa|namebases-oceania.js|24|t|0|4|12|Pacific|Timoric|NO|NO
201212|Waimoa|namebases-dedicated.js|16|lnrt|0|4|12|Pacific|Timoric|NO|NO
201213|Walak|namebases-oceania.js|50|lnrt|0|4|12|Pacific|Dani|YES|NO
201213|Walak|namebases-dedicated.js|20|lnrt|0|4|12|Pacific|Dani|NO|NO
201214|Wambon|namebases-oceania.js|20|lps|0|4|12|Pacific|Greater Awyu|NO|NO
201214|Wambon|namebases-dedicated.js|20|lnrt|0|4|12|Pacific|Greater Awyu|NO|NO
201215|Wano|namebases-oceania.js|50|t|0|4|12|Pacific|Dani|YES|NO
201215|Wano|namebases-dedicated.js|20|lnrt|0|4|12|Pacific|Dani|NO|NO
201216|Waruna|namebases-oceania.js|20|lps|0|4|12|Pacific|Gogodala–Suki|NO|NO
201216|Waruna|namebases-dedicated.js|20|lnrt|0|4|12|Pacific|Gogodala–Suki|NO|NO
201217|Wayan|namebases-oceania.js|24|t|0|4|12|Pacific|Austronesian|NO|NO
201217|Wayan|namebases-dedicated.js|20|lnrt|0|4|12|Pacific|Austronesian|NO|NO
201218|Were|namebases-oceania.js|20|lnrt|0|4|12|Pacific|Anim|NO|NO
201218|Were|namebases-dedicated.js|20|lnrt|0|4|12|Pacific|Anim|NO|NO
201219|Weri|namebases-oceania.js|20|t|0|4|12|Pacific|Goilalan|NO|NO
201219|Weri|namebases-dedicated.js|20|lnrt|0|4|12|Pacific|Goilalan|NO|NO
201220|Wersing|namebases-oceania.js|34|t|0|4|12|Pacific|Alor–Pantar|YES|NO
201220|Wersing|namebases-dedicated.js|20|lnrt|0|4|12|Pacific|Alor–Pantar|NO|NO
201221|West Bomberai|namebases-oceania.js|20|t|0|4|12|Pacific|Trans–New Guinea|NO|NO
201221|West Bomberai|namebases-dedicated.js|20|lnrt|0|4|12|Pacific|Trans–New Guinea|NO|NO
201222|Western|namebases-oceania.js|50|t|0|4|12|Pacific|Ok–Oksapmin|YES|NO
201222|Western|namebases-dedicated.js|14|lnrt|0|4|12|Pacific|Ok–Oksapmin|NO|NO
201223|Western Dani|namebases-oceania.js|50|eg|0|4|12|Pacific|Dani|YES|NO
201223|Western Dani|namebases-dedicated.js|20|lnrt|0|4|12|Pacific|Dani|NO|NO
201224|Western Pantar|namebases-oceania.js|34|lps|0|4|12|Pacific|Alor–Pantar|YES|NO
201224|Western Pantar|namebases-dedicated.js|20|lnrt|0|4|12|Pacific|Alor–Pantar|NO|NO
201225|Wiru|namebases-oceania.js|20|t|0|4|12|Pacific|Papuan|NO|NO
201225|Wiru|namebases-dedicated.js|20|lnrt|0|4|12|Pacific|Papuan|NO|NO
201226|Wolani|namebases-oceania.js|20|t|0|4|12|Pacific|Paniai Lakes|NO|NO
201226|Wolani|namebases-dedicated.js|20|lnrt|0|4|12|Pacific|Paniai Lakes|NO|NO
201227|Wolio|namebases-oceania.js|24|t|0|4|12|Pacific|Austronesian|NO|NO
201227|Wolio|namebases-dedicated.js|20|lnrt|0|4|12|Pacific|Austronesian|NO|NO
201228|Yagaria|namebases-oceania.js|50|lnrt|0|4|12|Pacific|Kainantu–Goroka|YES|NO
201228|Yagaria|namebases-dedicated.js|20|lnrt|0|4|12|Pacific|Kainantu–Goroka|NO|NO
201229|Yagwoia|namebases-oceania.js|20|eg|0|4|12|Pacific|Angan|NO|NO
201229|Yagwoia|namebases-dedicated.js|17|lnrt|0|4|12|Pacific|Angan|NO|NO
201230|Yali|namebases-oceania.js|50|t|0|4|12|Pacific|Dani|YES|NO
201230|Yali|namebases-dedicated.js|20|lnrt|0|4|12|Pacific|Dani|NO|NO
201231|Yaqay|namebases-oceania.js|20|lps|0|4|12|Pacific|Anim|NO|NO
201231|Yaqay|namebases-dedicated.js|20|lnrt|0|4|12|Pacific|Anim|NO|NO
201232|Yareba|namebases-oceania.js|20|t|0|4|12|Pacific|Southeast Papuan|NO|NO
201232|Yareba|namebases-dedicated.js|20|lnrt|0|4|12|Pacific|Southeast Papuan|NO|NO
201233|Yaweyuha|namebases-oceania.js|50|t|0|4|12|Pacific|Kainantu–Goroka|YES|NO
201233|Yaweyuha|namebases-dedicated.js|20|lnrt|0|4|12|Pacific|Kainantu–Goroka|NO|NO
201234|Yekora|namebases-oceania.js|20|eg|0|4|12|Pacific|Binanderean|NO|NO
201234|Yekora|namebases-dedicated.js|20|lnrt|0|4|12|Pacific|Binanderean|NO|NO
201235|Yipma|namebases-oceania.js|20|t|0|4|12|Pacific|Angan|NO|NO
201235|Yipma|namebases-dedicated.js|20|lnrt|0|4|12|Pacific|Angan|NO|NO
201236|Yogo (Tamagario)|namebases-oceania.js|20|t|0|4|12|Pacific|Kayagaric|NO|NO
201236|Yogo (Tamagario)|namebases-dedicated.js|20|lnrt|0|4|12|Pacific|Kayagaric|NO|NO
201237|Yonggom|namebases-oceania.js|50|t|0|4|12|Pacific|Ok–Oksapmin|YES|NO
201237|Yonggom|namebases-dedicated.js|20|lnrt|0|4|12|Pacific|Ok–Oksapmin|NO|NO
201238|Zia|namebases-oceania.js|20|eg|0|4|12|Pacific|Binanderean|NO|NO
201238|Zia|namebases-dedicated.js|20|lnrt|0|4|12|Pacific|Binanderean|NO|NO
201239|Zimakani|namebases-oceania.js|20|t|0|4|12|Pacific|Anim|NO|NO
201239|Zimakani|namebases-dedicated.js|19|lnrt|0|4|12|Pacific|Anim|NO|NO
201240|ꞌAreꞌare|namebases-oceania.js|47|t|0|4|12|Pacific|Austronesian|YES|NO
201240|ꞌAreꞌare|namebases-dedicated.js|20|lnrt|0|4|12|Pacific|Austronesian|NO|NO
201241|Arin|namebases-europe.js|36|adelmost|0|4|12|Siberia|Southern|YES|NO
201241|Arin|namebases-dedicated.js|20|lnrt|0|4|12|Siberia|Southern|NO|NO
201242|Assan|namebases-europe.js|36|ln|0|4|12|Siberia|Southern|YES|NO
201242|Assan|namebases-dedicated.js|20|lnrt|0|4|12|Siberia|Southern|NO|NO
201243|Jie|namebases-europe.js|36|ln|0|4|12|Siberia|Southern|YES|NO
201243|Jie|namebases-dedicated.js|19|lnrt|0|4|12|Siberia|Southern|NO|NO
201244|Nivkh|namebases-europe.js|26|ln|0|4|12|Siberia|Nivkh|YES|NO
201244|Nivkh|namebases-dedicated.js|20|lnrt|0|4|12|Siberia|Nivkh|NO|NO
201245|Omok|namebases-europe.js|31|lnrt|0|4|12|Siberia|Extinct|YES|NO
201245|Omok|namebases-dedicated.js|20|lnrt|0|4|12|Siberia|Extinct|NO|NO
201246|Pumpokol|namebases-europe.js|36|lnrt|0|4|12|Siberia|Southern|YES|NO
201246|Pumpokol|namebases-dedicated.js|15|lnrt|0|4|12|Siberia|Southern|NO|NO
201247|Southern Itelmen|namebases-europe.js|20|ln|0|4|12|Siberia|Itelmen|NO|NO
201247|Southern Itelmen|namebases-dedicated.js|20|lnrt|0|4|12|Siberia|Itelmen|NO|NO
201248|Southern Yukaghir|namebases-europe.js|31|s|0|4|12|Siberia|Yukaghir|YES|NO
201248|Southern Yukaghir|namebases-dedicated.js|15|lnrt|0|4|12|Siberia|Yukaghir|NO|NO
201249|Tundra Yukaghir|namebases-europe.js|31|lnrt|0|4|12|Siberia|Yukaghir|YES|NO
201249|Tundra Yukaghir|namebases-dedicated.js|20|lnrt|0|4|12|Siberia|Yukaghir|NO|NO
201250|Western Itelmen|namebases-europe.js|20|lnrt|0|4|12|Siberia|Itelmen|NO|NO
201250|Western Itelmen|namebases-dedicated.js|20|lnrt|0|4|12|Siberia|Itelmen|NO|NO
201251|Yeniseian|namebases-europe.js|36|s|0|4|12|Siberia|Yeniseian|YES|NO
201251|Yeniseian|namebases-dedicated.js|20|lnrt|0|4|12|Siberia|Yeniseian|NO|NO
201252|Yugh|namebases-europe.js|36|ln|0|4|12|Siberia|Northern|YES|NO
201252|Yugh|namebases-dedicated.js|15|lnrt|0|4|12|Siberia|Northern|NO|NO
201253|Angami Pochuri|namebases-asia.js|28|besy|0|4|12|Sino-Tibetan region|Sino-Tibetan|YES|NO
201253|Angami Pochuri|namebases-dedicated.js|20|lnrt|0|4|12|Sino-Tibetan region|Sino-Tibetan|NO|NO
201254|Bijiang Bai|namebases-asia.js|29|lnrt|0|4|12|Sino-Tibetan region|Bai|YES|NO
201254|Bijiang Bai|namebases-dedicated.js|20|lnrt|0|4|12|Sino-Tibetan region|Bai|NO|NO
201255|Boro Garo|namebases-asia.js|29|lnrt|0|4|12|Sino-Tibetan region|Boro–Garo|YES|NO
201255|Boro Garo|namebases-dedicated.js|20|lnrt|0|4|12|Sino-Tibetan region|Boro–Garo|NO|NO
201256|Dali Bai|namebases-asia.js|28|l|0|4|12|Sino-Tibetan region|Bai|YES|NO
201256|Dali Bai|namebases-dedicated.js|18|lnrt|0|4|12|Sino-Tibetan region|Bai|NO|NO
201257|Digaro Mishmi|namebases-asia.js|28|lnrt|0|4|12|Sino-Tibetan region|Sino-Tibetan|YES|NO
201257|Digaro Mishmi|namebases-dedicated.js|20|lnrt|0|4|12|Sino-Tibetan region|Sino-Tibetan|NO|NO
201258|Heqing Bai dialect|namebases-asia.js|28|ap|0|4|12|Sino-Tibetan region|Bai|YES|NO
201258|Heqing Bai dialect|namebases-dedicated.js|11|lnrt|0|4|12|Sino-Tibetan region|Bai|NO|NO
201259|Idu Taraon|namebases-asia.js|28|lnrt|0|4|12|Sino-Tibetan region|Sino-Tibetan|YES|NO
201259|Idu Taraon|namebases-dedicated.js|20|lnrt|0|4|12|Sino-Tibetan region|Sino-Tibetan|NO|NO
201260|Jingpho|namebases-asia.js|29|ap|0|4|12|Sino-Tibetan region|Sino-Tibetan|YES|NO
201260|Jingpho|namebases-dedicated.js|20|lnrt|0|4|12|Sino-Tibetan region|Sino-Tibetan|NO|NO
201261|Jingpho Luish|namebases-asia.js|29|lnrt|0|4|12|Sino-Tibetan region|Sino-Tibetan|YES|NO
201261|Jingpho Luish|namebases-dedicated.js|20|lnrt|0|4|12|Sino-Tibetan region|Sino-Tibetan|NO|NO
201262|Jino|namebases-asia.js|28|lnrt|0|4|12|Sino-Tibetan region|Sino-Tibetan|YES|NO
201262|Jino|namebases-dedicated.js|20|lnrt|0|4|12|Sino-Tibetan region|Sino-Tibetan|NO|NO
201263|Lolo Burmese|namebases-asia.js|29|n|0|4|12|Sino-Tibetan region|Sino-Tibetan|YES|NO
201263|Lolo Burmese|namebases-dedicated.js|20|lnrt|0|4|12|Sino-Tibetan region|Sino-Tibetan|NO|NO
201264|Longjia Luren|namebases-asia.js|29|dgo|0|4|12|Sino-Tibetan region|Sino-Tibetan|YES|NO
201264|Longjia Luren|namebases-dedicated.js|20|lnrt|0|4|12|Sino-Tibetan region|Sino-Tibetan|NO|NO
201265|Lotha|namebases-asia.js|28|n|0|4|12|Sino-Tibetan region|Naga|YES|NO
201265|Lotha|namebases-dedicated.js|20|lnrt|0|4|12|Sino-Tibetan region|Naga|NO|NO
201266|Macro Bai|namebases-asia.js|28|lnrt|0|4|12|Sino-Tibetan region|Sino-Tibetan|YES|NO
201266|Macro Bai|namebases-dedicated.js|20|lnrt|0|4|12|Sino-Tibetan region|Sino-Tibetan|NO|NO
201267|Mahakiranti|namebases-asia.js|29|lnrt|0|4|12|Sino-Tibetan region|Sino-Tibetan|YES|NO
201267|Mahakiranti|namebases-dedicated.js|20|lnrt|0|4|12|Sino-Tibetan region|Sino-Tibetan|NO|NO
201268|Meitei macro entry|namebases-asia.js|29|lnrt|0|4|12|Sino-Tibetan region|Sino-Tibetan|YES|NO
201268|Meitei macro entry|namebases-dedicated.js|20|lnrt|0|4|12|Sino-Tibetan region|Sino-Tibetan|NO|NO
201269|Miju|namebases-asia.js|28|lnrt|0|4|12|Sino-Tibetan region|Sino-Tibetan|YES|NO
201269|Miju|namebases-dedicated.js|20|lnrt|0|4|12|Sino-Tibetan region|Sino-Tibetan|NO|NO
201270|Miju Meyor|namebases-asia.js|28|ap|0|4|12|Sino-Tibetan region|Sino-Tibetan|YES|NO
201270|Miju Meyor|namebases-dedicated.js|20|lnrt|0|4|12|Sino-Tibetan region|Sino-Tibetan|NO|NO
