i|name|filename|seedCount|d|m|min|max|region|family|seeds25|reviewed
200010|Bina|namebases-dedicated.js|20|lnrt|0|4|12|Africa|Niger-Congo|NO|NO
200011|Biu–Mandara|namebases-africa.js|39|lnrt|0|4|12|Africa|Chadic|YES|NO
200011|Biu–Mandara|namebases-dedicated.js|20|lnrt|0|4|12|Africa|Chadic|NO|NO
200012|Bole Afroasiatic|namebases-africa.js|47|kl|0|4|12|Africa|Chadic|YES|NO
200012|Bole Afroasiatic|namebases-dedicated.js|20|lnrt|0|4|12|Africa|Chadic|NO|NO
200013|Bole–Tangale|namebases-africa.js|49|kprs|0|4|12|Africa|Chadic|YES|NO
200013|Bole–Tangale|namebases-dedicated.js|20|lnrt|0|4|12|Africa|Chadic|NO|NO
200014|Bomboli–Bozaba|namebases-africa.js|46|klpr|0|4|12|Africa|Niger-Congo|YES|NO
200014|Bomboli–Bozaba|namebases-dedicated.js|20|lnrt|0|4|12|Africa|Niger-Congo|NO|NO
200015|Bum|namebases-africa.js|43|lnrt|0|4|12|Africa|Niger-Congo|YES|NO
200015|Bum|namebases-dedicated.js|20|lnrt|0|4|12|Africa|Niger-Congo|NO|NO
200016|Buru–Angwe|namebases-africa.js|43|abfs|0|4|12|Africa|Niger-Congo|YES|NO
200016|Buru–Angwe|namebases-dedicated.js|20|lnrt|0|4|12|Africa|Niger-Congo|NO|NO
200017|Chakato|namebases-africa.js|43|s|0|4|12|Africa|Chadic|YES|NO
200017|Chakato|namebases-dedicated.js|20|lnrt|0|4|12|Africa|Chadic|NO|NO
200018|Dangaléat|namebases-africa.js|43|fks|0|4|12|Africa|Chadic|YES|NO
200018|Dangaléat|namebases-dedicated.js|20|lnrt|0|4|12|Africa|Chadic|NO|NO
200019|Ekoka ǃKung|namebases-africa.js|46|ns|0|4|12|Africa|Kx'a|YES|NO
200019|Ekoka ǃKung|namebases-dedicated.js|20|lnrt|0|4|12|Africa|Kx'a|NO|NO
200020|Esimbi|namebases-africa.js|48|beo|0|4|12|Africa|Niger-Congo|YES|NO
200020|Esimbi|namebases-dedicated.js|20|lnrt|0|4|12|Africa|Niger-Congo|NO|NO
200021|Feʼfeʼ|namebases-africa.js|48|mos|0|4|12|Africa|Niger-Congo|YES|NO
200021|Feʼfeʼ|namebases-dedicated.js|20|lnrt|0|4|12|Africa|Niger-Congo|NO|NO
200022|Fio|namebases-africa.js|45|s|0|4|12|Africa|Niger-Congo|YES|NO
200022|Fio|namebases-dedicated.js|20|lnrt|0|4|12|Africa|Niger-Congo|NO|NO
200023|Fut|namebases-africa.js|48|bls|0|4|12|Africa|Grassfields Bantoid|YES|NO
200023|Fut|namebases-dedicated.js|20|lnrt|0|4|12|Africa|Grassfields Bantoid|NO|NO
200024|Gawar|namebases-africa.js|45|mos|0|4|12|Africa|Chadic|YES|NO
200024|Gawar|namebases-dedicated.js|20|lnrt|0|4|12|Africa|Chadic|NO|NO
200025|Ghomalaʼ|namebases-africa.js|46|s|0|4|12|Africa|Niger-Congo|YES|NO
200025|Ghomalaʼ|namebases-dedicated.js|20|lnrt|0|4|12|Africa|Niger-Congo|NO|NO
200026|Gǀui|namebases-africa.js|47|s|0|4|12|Africa|Khoe-Kwadi|YES|NO
200026|Gǀui|namebases-dedicated.js|20|lnrt|0|4|12|Africa|Khoe-Kwadi|NO|NO
200027|Hadza|namebases-africa.js|47|amo|0|4|12|Africa|Hadza isolate|YES|NO
200027|Hadza|namebases-dedicated.js|20|lnrt|0|4|12|Africa|Hadza isolate|NO|NO
200028|Hausa–Gwandara|namebases-africa.js|50|eio|0|4|12|Africa|Chadic|YES|NO
200028|Hausa–Gwandara|namebases-dedicated.js|20|lnrt|0|4|12|Africa|Chadic|NO|NO
200029|Holma|namebases-africa.js|49|f|0|4|12|Africa|Chadic|YES|NO
200029|Holma|namebases-dedicated.js|20|lnrt|0|4|12|Africa|Chadic|NO|NO
200030|Huba|namebases-africa.js|46|kl|0|4|12|Africa|Chadic|YES|NO
200030|Huba|namebases-dedicated.js|20|lnrt|0|4|12|Africa|Chadic|NO|NO
200031|Jalaa|namebases-africa.js|46|bgkn|0|4|12|Africa|Unclassified|YES|NO
200031|Jalaa|namebases-dedicated.js|20|lnrt|0|4|12|Africa|Unclassified|NO|NO
200032|Jara|namebases-africa.js|48|akos|0|4|12|Africa|Chadic|YES|NO
200032|Jara|namebases-dedicated.js|20|lnrt|0|4|12|Africa|Chadic|NO|NO
200033|Jelkung|namebases-africa.js|46|klpr|0|4|12|Africa|Chadic|YES|NO
200033|Jelkung|namebases-dedicated.js|20|lnrt|0|4|12|Africa|Chadic|NO|NO
200034|Jibyal|namebases-africa.js|43|kos|0|4|12|Africa|Chadic|YES|NO
200034|Jibyal|namebases-dedicated.js|20|lnrt|0|4|12|Africa|Chadic|NO|NO
200035|Jilbe|namebases-africa.js|48|fks|0|4|12|Africa|Chadic|YES|NO
200035|Jilbe|namebases-dedicated.js|20|lnrt|0|4|12|Africa|Chadic|NO|NO
200036|Jimi Cameroon|namebases-africa.js|44|ns|0|4|12|Africa|Chadic|YES|NO
200036|Jimi Cameroon|namebases-dedicated.js|20|lnrt|0|4|12|Africa|Chadic|NO|NO
200037|Jimi Nigeria|namebases-africa.js|46|s|0|4|12|Africa|Chadic|YES|NO
200037|Jimi Nigeria|namebases-dedicated.js|20|lnrt|0|4|12|Africa|Chadic|NO|NO
200038|Jina|namebases-africa.js|44|kos|0|4|12|Africa|Chadic|YES|NO
200038|Jina|namebases-dedicated.js|20|lnrt|0|4|12|Africa|Chadic|NO|NO
200039|Jonkor|namebases-africa.js|46|s|0|4|12|Africa|Chadic|YES|NO
200039|Jonkor|namebases-dedicated.js|20|lnrt|0|4|12|Africa|Chadic|NO|NO
200040|Ju (Chadic)|namebases-africa.js|43|kos|0|4|12|Africa|Chadic|YES|NO
200040|Ju (Chadic)|namebases-dedicated.js|20|lnrt|0|4|12|Africa|Chadic|NO|NO
200041|Juǀʼhoan|namebases-africa.js|42|fks|0|4|12|Africa|Kx'a|YES|NO
200041|Juǀʼhoan|namebases-dedicated.js|20|lnrt|0|4|12|Africa|Kx'a|NO|NO
200042|Kabalai|namebases-africa.js|48|bo|0|4|12|Africa|Chadic|YES|NO
200042|Kabalai|namebases-dedicated.js|20|lnrt|0|4|12|Africa|Chadic|NO|NO
200043|Kajakse|namebases-africa.js|48|bns|0|4|12|Africa|Chadic|YES|NO
200043|Kajakse|namebases-dedicated.js|20|lnrt|0|4|12|Africa|Chadic|NO|NO
200044|Kamwe|namebases-africa.js|58|ns|0|4|12|Africa|Chadic|YES|NO
200044|Kamwe|namebases-dedicated.js|20|lnrt|0|4|12|Africa|Chadic|NO|NO
200045|Kanakuru|namebases-africa.js|49|ns|0|4|12|Africa|Chadic|YES|NO
200045|Kanakuru|namebases-dedicated.js|20|lnrt|0|4|12|Africa|Chadic|NO|NO
200046|Karai-karai|namebases-africa.js|50|klpr|0|4|12|Africa|Chadic|YES|NO
200046|Karai-karai|namebases-dedicated.js|20|lnrt|0|4|12|Africa|Chadic|NO|NO
200047|Kariya|namebases-africa.js|45|kprs|0|4|12|Africa|Chadic|YES|NO
200047|Kariya|namebases-dedicated.js|20|lnrt|0|4|12|Africa|Chadic|NO|NO
200048|Kera|namebases-africa.js|48|kos|0|4|12|Africa|Chadic|YES|NO
200048|Kera|namebases-dedicated.js|20|lnrt|0|4|12|Africa|Chadic|NO|NO
200049|Kholok|namebases-africa.js|37|bns|0|4|12|Africa|Chadic|YES|NO
200049|Kholok|namebases-dedicated.js|20|lnrt|0|4|12|Africa|Chadic|NO|NO
200050|Kimré|namebases-africa.js|48|rs|0|4|12|Africa|Chadic|YES|NO
200050|Kimré|namebases-dedicated.js|20|lnrt|0|4|12|Africa|Chadic|NO|NO
200051|Kir-Balar|namebases-africa.js|46|bns|0|4|12|Africa|Chadic|YES|NO
200051|Kir-Balar|namebases-dedicated.js|20|lnrt|0|4|12|Africa|Chadic|NO|NO
200052|Kirya-Konzal|namebases-africa.js|43|kos|0|4|12|Africa|Chadic|YES|NO
200052|Kirya-Konzal|namebases-dedicated.js|20|lnrt|0|4|12|Africa|Chadic|NO|NO
200053|Koenoem|namebases-africa.js|43|fks|0|4|12|Africa|Chadic|YES|NO
200053|Koenoem|namebases-dedicated.js|20|lnrt|0|4|12|Africa|Chadic|NO|NO
200054|Kubi|namebases-africa.js|45|fks|0|4|12|Africa|Chadic|YES|NO
200054|Kubi|namebases-dedicated.js|20|lnrt|0|4|12|Africa|Chadic|NO|NO
200055|Kulere|namebases-africa.js|46|kos|0|4|12|Africa|Chadic|YES|NO
200055|Kulere|namebases-dedicated.js|20|lnrt|0|4|12|Africa|Chadic|NO|NO
200056|Kulung language (West Chadic)|namebases-africa.js|37|kos|0|4|12|Africa|Chadic|YES|NO
200056|Kulung language (West Chadic)|namebases-dedicated.js|20|lnrt|0|4|12|Africa|Chadic|NO|NO
200057|Kutto|namebases-africa.js|45|rs|0|4|12|Africa|Chadic|YES|NO
200057|Kutto|namebases-dedicated.js|20|lnrt|0|4|12|Africa|Chadic|NO|NO
200058|Kwaami|namebases-africa.js|43|kprt|0|4|12|Africa|Chadic|YES|NO
200058|Kwaami|namebases-dedicated.js|20|lnrt|0|4|12|Africa|Chadic|NO|NO
200059|Kwang|namebases-africa.js|48|akpr|0|4|12|Africa|Chadic|YES|NO
200059|Kwang|namebases-dedicated.js|20|lnrt|0|4|12|Africa|Chadic|NO|NO
200060|Lagwan|namebases-africa.js|47|bns|0|4|12|Africa|Chadic|YES|NO
200060|Lagwan|namebases-dedicated.js|20|lnrt|0|4|12|Africa|Chadic|NO|NO
200061|Lamang|namebases-africa.js|47|ns|0|4|12|Africa|Chadic|YES|NO
200061|Lamang|namebases-dedicated.js|20|lnrt|0|4|12|Africa|Chadic|NO|NO
200062|Lele language (Chad)|namebases-africa.js|48|ns|0|4|12|Africa|Chadic|YES|NO
200062|Lele language (Chad)|namebases-dedicated.js|20|lnrt|0|4|12|Africa|Chadic|NO|NO
200063|Lozi|namebases-africa.js|44|bns|0|4|12|Africa|Bantu|YES|NO
200063|Lozi|namebases-dedicated.js|20|lnrt|0|4|12|Africa|Bantu|NO|NO
200064|Maaka|namebases-africa.js|46|b|0|4|12|Africa|Chadic|YES|NO
200064|Maaka|namebases-dedicated.js|20|lnrt|0|4|12|Africa|Chadic|NO|NO
200065|Mabire|namebases-africa.js|48|akpr|0|4|12|Africa|Chadic|YES|NO
200065|Mabire|namebases-dedicated.js|20|lnrt|0|4|12|Africa|Chadic|NO|NO
200066|Mada|namebases-africa.js|50|ns|0|4|12|Africa|Chadic|YES|NO
200066|Mada|namebases-dedicated.js|20|lnrt|0|4|12|Africa|Chadic|NO|NO
200067|Mafa|namebases-africa.js|52|fkls|0|4|12|Africa|Chadic|YES|NO
200067|Mafa|namebases-dedicated.js|20|lnrt|0|4|12|Africa|Chadic|NO|NO
200068|Majera|namebases-africa.js|42|ns|0|4|12|Africa|Chadic|YES|NO
200068|Majera|namebases-dedicated.js|20|lnrt|0|4|12|Africa|Chadic|NO|NO
200069|Malagasy|namebases-africa.js|36|s|0|4|12|Africa|Malayo-Polynesian|YES|NO
200069|Malagasy|namebases-dedicated.js|20|lnrt|0|4|12|Africa|Malayo-Polynesian|NO|NO
200070|Malagasy macro entry|namebases-africa.js|36|l|0|4|12|Africa|Malayo-Polynesian|YES|NO
200070|Malagasy macro entry|namebases-dedicated.js|20|lnrt|0|4|12|Africa|Malayo-Polynesian|NO|NO
200071|Malgbe|namebases-africa.js|47|l|0|4|12|Africa|Chadic|YES|NO
200071|Malgbe|namebases-dedicated.js|20|lnrt|0|4|12|Africa|Chadic|NO|NO
200072|Manding|namebases-africa.js|49|ns|0|4|12|Africa|Mande|YES|NO
200072|Manding|namebases-dedicated.js|20|lnrt|0|4|12|Africa|Mande|NO|NO
200073|Mantsi language (Nigeria)|namebases-africa.js|46|ns|0|4|12|Africa|Chadic|YES|NO
200073|Mantsi language (Nigeria)|namebases-dedicated.js|20|lnrt|0|4|12|Africa|Chadic|NO|NO
200074|Mao Omotic|namebases-africa.js|52|kos|0|4|12|Africa|Omotic|YES|NO
200074|Mao Omotic|namebases-dedicated.js|20|lnrt|0|4|12|Africa|Omotic|NO|NO
200075|Marba|namebases-africa.js|48|ms|0|4|12|Africa|Chadic|YES|NO
200075|Marba|namebases-dedicated.js|20|lnrt|0|4|12|Africa|Chadic|NO|NO
200076|Margi|namebases-africa.js|50|bns|0|4|12|Africa|Chadic|YES|NO
200076|Margi|namebases-dedicated.js|20|lnrt|0|4|12|Africa|Chadic|NO|NO
200077|Margi South|namebases-africa.js|49|gkns|0|4|12|Africa|Chadic|YES|NO
200077|Margi South|namebases-dedicated.js|20|lnrt|0|4|12|Africa|Chadic|NO|NO
200078|Masa (macro)|namebases-africa.js|49|gkns|0|4|12|Africa|Chadic|YES|NO
200078|Masa (macro)|namebases-dedicated.js|20|lnrt|0|4|12|Africa|Chadic|NO|NO
200079|Masa North|namebases-africa.js|49|bns|0|4|12|Africa|Chadic|YES|NO
200079|Masa North|namebases-dedicated.js|20|lnrt|0|4|12|Africa|Chadic|NO|NO
200080|Masa South|namebases-africa.js|49|bns|0|4|12|Africa|Chadic|YES|NO
200080|Masa South|namebases-dedicated.js|20|lnrt|0|4|12|Africa|Chadic|NO|NO
200081|Maslam|namebases-africa.js|49|bns|0|4|12|Africa|Chadic|YES|NO
200081|Maslam|namebases-dedicated.js|20|lnrt|0|4|12|Africa|Chadic|NO|NO
200082|Masmaje|namebases-africa.js|49|bns|0|4|12|Africa|Chadic|YES|NO
200082|Masmaje|namebases-dedicated.js|20|lnrt|0|4|12|Africa|Chadic|NO|NO
200083|Massa|namebases-africa.js|49|ns|0|4|12|Africa|Chadic|YES|NO
200083|Massa|namebases-dedicated.js|20|lnrt|0|4|12|Africa|Chadic|NO|NO
200084|Matal|namebases-africa.js|44|bns|0|4|12|Africa|Chadic|YES|NO
200084|Matal|namebases-dedicated.js|20|lnrt|0|4|12|Africa|Chadic|NO|NO
200085|Mawa|namebases-africa.js|49|s|0|4|12|Africa|Chadic|YES|NO
200085|Mawa|namebases-dedicated.js|20|lnrt|0|4|12|Africa|Chadic|NO|NO
200086|Mazagway|namebases-africa.js|44|bns|0|4|12|Africa|Chadic|YES|NO
200086|Mazagway|namebases-dedicated.js|20|lnrt|0|4|12|Africa|Chadic|NO|NO
200087|Mbara language (Chad)|namebases-africa.js|49|s|0|4|12|Africa|Chadic|YES|NO
200087|Mbara language (Chad)|namebases-dedicated.js|20|lnrt|0|4|12|Africa|Chadic|NO|NO
200088|Mbudum|namebases-africa.js|44|bns|0|4|12|Africa|Chadic|YES|NO
200088|Mbudum|namebases-dedicated.js|20|lnrt|0|4|12|Africa|Chadic|NO|NO
200089|Mbuko|namebases-africa.js|44|s|0|4|12|Africa|Chadic|YES|NO
200089|Mbuko|namebases-dedicated.js|20|lnrt|0|4|12|Africa|Chadic|NO|NO
200090|Mburku|namebases-africa.js|46|s|0|4|12|Africa|Chadic|YES|NO
200090|Mburku|namebases-dedicated.js|20|lnrt|0|4|12|Africa|Chadic|NO|NO
200091|Mefele|namebases-africa.js|44|kos|0|4|12|Africa|Chadic|YES|NO
200091|Mefele|namebases-dedicated.js|20|lnrt|0|4|12|Africa|Chadic|NO|NO
200092|Mende|namebases-africa.js|51|s|0|4|12|Africa|Mel|YES|NO
200092|Mende|namebases-dedicated.js|20|lnrt|0|4|12|Africa|Mel|NO|NO
200093|Merey|namebases-africa.js|44|aemot|0|4|12|Africa|Chadic|YES|NO
200093|Merey|namebases-dedicated.js|20|lnrt|0|4|12|Africa|Chadic|NO|NO
200094|Merico|namebases-africa.js|45|s|0|4|12|Africa|English-based|YES|NO
200094|Merico|namebases-dedicated.js|20|lnrt|0|4|12|Africa|English-based|NO|NO
200095|Mesme|namebases-africa.js|44|elnprs|0|4|12|Africa|Chadic|YES|NO
200095|Mesme|namebases-dedicated.js|20|lnrt|0|4|12|Africa|Chadic|NO|NO
200096|Migaama|namebases-africa.js|49|s|0|4|12|Africa|Chadic|YES|NO
200096|Migaama|namebases-dedicated.js|20|lnrt|0|4|12|Africa|Chadic|NO|NO
200097|Miler|namebases-africa.js|44|ans|0|4|12|Africa|Chadic|YES|NO
200097|Miler|namebases-dedicated.js|20|lnrt|0|4|12|Africa|Chadic|NO|NO
200098|Miltu|namebases-africa.js|49|s|0|4|12|Africa|Chadic|YES|NO
200098|Miltu|namebases-dedicated.js|20|lnrt|0|4|12|Africa|Chadic|NO|NO
200099|Mire|namebases-africa.js|49|ns|0|4|12|Africa|Chadic|YES|NO
200099|Mire|namebases-dedicated.js|20|lnrt|0|4|12|Africa|Chadic|NO|NO
200100|Miship|namebases-africa.js|43|ns|0|4|12|Africa|Chadic|YES|NO
200100|Miship|namebases-dedicated.js|20|lnrt|0|4|12|Africa|Chadic|NO|NO
200101|Miya|namebases-africa.js|45|fks|0|4|12|Africa|Chadic|YES|NO
200101|Miya|namebases-dedicated.js|20|lnrt|0|4|12|Africa|Chadic|NO|NO
200102|Mofu-Gudur|namebases-africa.js|44|kos|0|4|12|Africa|Chadic|YES|NO
200102|Mofu-Gudur|namebases-dedicated.js|20|lnrt|0|4|12|Africa|Chadic|NO|NO
200103|Mogum|namebases-africa.js|49|s|0|4|12|Africa|Chadic|YES|NO
200103|Mogum|namebases-dedicated.js|20|lnrt|0|4|12|Africa|Chadic|NO|NO
200104|Mokilko|namebases-africa.js|49|ns|0|4|12|Africa|Chadic|YES|NO
200104|Mokilko|namebases-dedicated.js|20|lnrt|0|4|12|Africa|Chadic|NO|NO
200105|Moloko|namebases-africa.js|44|ns|0|4|12|Africa|Chadic|YES|NO
200105|Moloko|namebases-dedicated.js|20|lnrt|0|4|12|Africa|Chadic|NO|NO
200106|Montol|namebases-africa.js|43|s|0|4|12|Africa|Chadic|YES|NO
200106|Montol|namebases-dedicated.js|20|lnrt|0|4|12|Africa|Chadic|NO|NO
200107|Mozabite|namebases-africa.js|47|fks|0|4|12|Africa|Zenati Berber|YES|NO
200107|Mozabite|namebases-dedicated.js|20|lnrt|0|4|12|Africa|Zenati Berber|NO|NO
200108|Mpade|namebases-africa.js|44|grst|0|4|12|Africa|Chadic|YES|NO
200108|Mpade|namebases-dedicated.js|20|lnrt|0|4|12|Africa|Chadic|NO|NO
200109|Mpre|namebases-africa.js|43|ns|0|4|12|Africa|Unclassified|YES|NO
200109|Mpre|namebases-dedicated.js|20|lnrt|0|4|12|Africa|Unclassified|NO|NO
200110|Mser|namebases-africa.js|44|fks|0|4|12|Africa|Chadic|YES|NO
200110|Mser|namebases-dedicated.js|20|lnrt|0|4|12|Africa|Chadic|NO|NO
200111|Mubi|namebases-africa.js|50|s|0|4|12|Africa|Chadic|YES|NO
200111|Mubi|namebases-dedicated.js|20|lnrt|0|4|12|Africa|Chadic|NO|NO
200112|Mundat|namebases-africa.js|43|ns|0|4|12|Africa|Chadic|YES|NO
200112|Mundat|namebases-dedicated.js|20|lnrt|0|4|12|Africa|Chadic|NO|NO
200113|Musey|namebases-africa.js|49|fks|0|4|12|Africa|Chadic|YES|NO
200113|Musey|namebases-dedicated.js|20|lnrt|0|4|12|Africa|Chadic|NO|NO
200114|Musgu|namebases-africa.js|49|bns|0|4|12|Africa|Chadic|YES|NO
200114|Musgu|namebases-dedicated.js|20|lnrt|0|4|12|Africa|Chadic|NO|NO
200115|Muskum|namebases-africa.js|49|bns|0|4|12|Africa|Chadic|YES|NO
200115|Muskum|namebases-dedicated.js|20|lnrt|0|4|12|Africa|Chadic|NO|NO
200116|Muyang|namebases-africa.js|44|bns|0|4|12|Africa|Chadic|YES|NO
200116|Muyang|namebases-dedicated.js|20|lnrt|0|4|12|Africa|Chadic|NO|NO
200117|Mwaghavul|namebases-africa.js|43|s|0|4|12|Africa|Chadic|YES|NO
200117|Mwaghavul|namebases-dedicated.js|20|lnrt|0|4|12|Africa|Chadic|NO|NO
200118|Mzab–Wargla Berber|namebases-africa.js|48|fks|0|4|12|Africa|Zenati Berber|YES|NO
200118|Mzab–Wargla Berber|namebases-dedicated.js|20|lnrt|0|4|12|Africa|Zenati Berber|NO|NO
200119|Nafusi|namebases-africa.js|47|grst|0|4|12|Africa|Eastern Berber|YES|NO
200119|Nafusi|namebases-dedicated.js|20|lnrt|0|4|12|Africa|Eastern Berber|NO|NO
200120|Nama|namebases-africa.js|43|al|0|4|12|Africa|Khoe|YES|NO
200120|Nama|namebases-dedicated.js|20|lnrt|0|4|12|Africa|Khoe|NO|NO
200121|Nancere|namebases-africa.js|49|beo|0|4|12|Africa|Chadic|YES|NO
200121|Nancere|namebases-dedicated.js|20|lnrt|0|4|12|Africa|Chadic|NO|NO
200122|Naro|namebases-africa.js|48|bns|0|4|12|Africa|Khoe|YES|NO
200122|Naro|namebases-dedicated.js|20|lnrt|0|4|12|Africa|Khoe|NO|NO
200123|Ndam|namebases-africa.js|48|amo|0|4|12|Africa|Chadic|YES|NO
200123|Ndam|namebases-dedicated.js|20|lnrt|0|4|12|Africa|Chadic|NO|NO
200124|Ngambay|namebases-africa.js|49|bns|0|4|12|Africa|Central Sudanic|YES|NO
200124|Ngambay|namebases-dedicated.js|20|lnrt|0|4|12|Africa|Central Sudanic|NO|NO
200125|Ngamo|namebases-africa.js|47|bns|0|4|12|Africa|Chadic|YES|NO
200125|Ngamo|namebases-dedicated.js|20|lnrt|0|4|12|Africa|Chadic|NO|NO
200126|Ngas|namebases-africa.js|44|kprs|0|4|12|Africa|Chadic|YES|NO
200126|Ngas|namebases-dedicated.js|20|lnrt|0|4|12|Africa|Chadic|NO|NO
200127|Ngeté-Herdé|namebases-africa.js|49|fks|0|4|12|Africa|Chadic|YES|NO
200127|Ngeté-Herdé|namebases-dedicated.js|20|lnrt|0|4|12|Africa|Chadic|NO|NO
200128|Nggwahyi|namebases-africa.js|47|bns|0|4|12|Africa|Chadic|YES|NO
200128|Nggwahyi|namebases-dedicated.js|20|lnrt|0|4|12|Africa|Chadic|NO|NO
200129|Ngizim|namebases-africa.js|46|gns|0|4|12|Africa|Chadic|YES|NO
200129|Ngizim|namebases-dedicated.js|20|lnrt|0|4|12|Africa|Chadic|NO|NO
200130|Ngwaba|namebases-africa.js|46|kprs|0|4|12|Africa|Chadic|YES|NO
200130|Ngwaba|namebases-dedicated.js|20|lnrt|0|4|12|Africa|Chadic|NO|NO
200131|Nkore|namebases-africa.js|16|kos|0|4|12|Africa|Bantu|NO|NO
200131|Nkore|namebases-dedicated.js|20|lnrt|0|4|12|Africa|Bantu|NO|NO
200132|North Giziga|namebases-africa.js|44|aeo|0|4|12|Africa|Chadic|YES|NO
200132|North Giziga|namebases-dedicated.js|20|lnrt|0|4|12|Africa|Chadic|NO|NO
200133|North Mofu|namebases-africa.js|44|s|0|4|12|Africa|Chadic|YES|NO
200133|North Mofu|namebases-dedicated.js|20|lnrt|0|4|12|Africa|Chadic|NO|NO
200134|Northern Berber|namebases-africa.js|40|s|0|4|12|Africa|Northern Berber|YES|NO
200134|Northern Berber|namebases-dedicated.js|20|lnrt|0|4|12|Africa|Northern Berber|NO|NO
200135|Nteng|namebases-africa.js|43|alnrs|0|4|12|Africa|Chadic|YES|NO
200135|Nteng|namebases-dedicated.js|20|lnrt|0|4|12|Africa|Chadic|NO|NO
200136|Nuer|namebases-africa.js|36|fks|0|4|12|Africa|Nilotic|YES|NO
200136|Nuer|namebases-dedicated.js|20|lnrt|0|4|12|Africa|Nilotic|NO|NO
200137|Nyam|namebases-africa.js|37|ae|0|4|12|Africa|Chadic|YES|NO
200137|Nyam|namebases-dedicated.js|20|lnrt|0|4|12|Africa|Chadic|NO|NO
200138|Nzanyi|namebases-africa.js|44|rs|0|4|12|Africa|Chadic|YES|NO
200138|Nzanyi|namebases-dedicated.js|20|lnrt|0|4|12|Africa|Chadic|NO|NO
200139|Nǁng|namebases-africa.js|43|lnrt|0|4|12|Africa|Tuu|YES|NO
200139|Nǁng|namebases-dedicated.js|20|lnrt|0|4|12|Africa|Tuu|NO|NO
200140|Omo–Tana|namebases-africa.js|27|aeglnort|0|4|12|Africa|Cushitic|YES|NO
200140|Omo–Tana|namebases-dedicated.js|20|lnrt|0|4|12|Africa|Cushitic|NO|NO
200141|Oromoid|namebases-africa.js|43|gs|0|4|12|Africa|Cushitic|YES|NO
200141|Oromoid|namebases-dedicated.js|20|lnrt|0|4|12|Africa|Cushitic|NO|NO
200142|Paa|namebases-africa.js|46|dlms|0|4|12|Africa|Chadic|YES|NO
200142|Paa|namebases-dedicated.js|20|lnrt|0|4|12|Africa|Chadic|NO|NO
200143|Pali language (Chadic)|namebases-africa.js|46|akos|0|4|12|Africa|Chadic|YES|NO
200143|Pali language (Chadic)|namebases-dedicated.js|20|lnrt|0|4|12|Africa|Chadic|NO|NO
200144|Pan|namebases-africa.js|46|kos|0|4|12|Africa|Chadic|YES|NO
200144|Pan|namebases-dedicated.js|20|lnrt|0|4|12|Africa|Chadic|NO|NO
200145|Parkwa|namebases-africa.js|44|kos|0|4|12|Africa|Chadic|YES|NO
200145|Parkwa|namebases-dedicated.js|20|lnrt|0|4|12|Africa|Chadic|NO|NO
200146|Pero|namebases-africa.js|46|s|0|4|12|Africa|Chadic|YES|NO
200146|Pero|namebases-dedicated.js|20|lnrt|0|4|12|Africa|Chadic|NO|NO
200147|Peve|namebases-africa.js|44|klpr|0|4|12|Africa|Chadic|YES|NO
200147|Peve|namebases-dedicated.js|20|lnrt|0|4|12|Africa|Chadic|NO|NO
200148|Pichinglis|namebases-africa.js|19|s|0|4|12|Africa|English-based|NO|NO
200148|Pichinglis|namebases-dedicated.js|20|lnrt|0|4|12|Africa|English-based|NO|NO
200149|Piya|namebases-africa.js|37|lnrt|0|4|12|Africa|Chadic|YES|NO
200149|Piya|namebases-dedicated.js|20|lnrt|0|4|12|Africa|Chadic|NO|NO
200150|Poki|namebases-africa.js|46|rs|0|4|12|Africa|Chadic|YES|NO
200150|Poki|namebases-dedicated.js|20|lnrt|0|4|12|Africa|Chadic|NO|NO
200151|Polci|namebases-africa.js|46|kos|0|4|12|Africa|Chadic|YES|NO
200151|Polci|namebases-dedicated.js|20|lnrt|0|4|12|Africa|Chadic|NO|NO
200152|Proto-Berber|namebases-africa.js|33|kos|0|4|12|Africa|Proto-Berber|YES|NO
200152|Proto-Berber|namebases-dedicated.js|20|lnrt|0|4|12|Africa|Proto-Berber|NO|NO
200153|Psikye dialect|namebases-africa.js|44|flt|0|4|12|Africa|Chadic|YES|NO
200153|Psikye dialect|namebases-dedicated.js|20|lnrt|0|4|12|Africa|Chadic|NO|NO
200154|Putai|namebases-africa.js|50|s|0|4|12|Africa|Chadic|YES|NO
200154|Putai|namebases-dedicated.js|20|lnrt|0|4|12|Africa|Chadic|NO|NO
200155|Pyapun|namebases-africa.js|43|gkns|0|4|12|Africa|Chadic|YES|NO
200155|Pyapun|namebases-dedicated.js|20|lnrt|0|4|12|Africa|Chadic|NO|NO
200156|Rendille–Boni|namebases-africa.js|47|fks|0|4|12|Africa|Cushitic|YES|NO
200156|Rendille–Boni|namebases-dedicated.js|20|lnrt|0|4|12|Africa|Cushitic|NO|NO
200157|Ron Chadic|namebases-africa.js|39|ars|0|4|12|Africa|Chadic|YES|NO
200157|Ron Chadic|namebases-dedicated.js|20|lnrt|0|4|12|Africa|Chadic|NO|NO
200158|Saba Chadic|namebases-africa.js|49|fks|0|4|12|Africa|Chadic|YES|NO
200158|Saba Chadic|namebases-dedicated.js|20|lnrt|0|4|12|Africa|Chadic|NO|NO
200159|Saho–Afar|namebases-africa.js|33|bns|0|4|12|Africa|Cushitic|YES|NO
200159|Saho–Afar|namebases-dedicated.js|20|lnrt|0|4|12|Africa|Cushitic|NO|NO
