i,name,file,seeds,d,m,min,max,region,family,reviewed
200335,Lao-Phutai,namebases-dedicated.js,28,lnrt,0,4,12,Asia,Tai-Kadai,[ ]
200336,Larantuka Malay,namebases-asia.js,41,mn,0,4,12,Asia,Malay-based,[ ]
200336,Larantuka Malay,namebases-dedicated.js,28,,0,4,12,Asia,Malay-based,[ ]
200337,Lasi,namebases-asia.js,41,gk,0,4,12,Asia,Iranian,[ ]
200337,Lasi,namebases-dedicated.js,28,lnrt,0,4,12,Asia,Iranian,[ ]
200338,Lhowa (Lhopa),namebases-asia.js,41,kt,0,4,12,Asia,Tibetic,[ ]
200338,Lhowa (Lhopa),namebases-dedicated.js,28,,0,4,12,Asia,Tibetic,[ ]
200339,Loarki,namebases-asia.js,41,h,0,4,12,Asia,Indo-Aryan,[ ]
200339,Loarki,namebases-dedicated.js,28,tdnl,0,4,12,Asia,Indo-Aryan,[ ]
200340,Longsang Zhuang,namebases-asia.js,41,lnrtkxgms,0,4,12,Asia,Tai-Kadai,[ ]
200340,Longsang Zhuang,namebases-dedicated.js,28,lnrtkxgms,0,4,12,Asia,Tai-Kadai,[ ]
200341,Lower Uda Buryat,namebases-asia.js,41,n,0,4,12,Asia,Mongolic,[ ]
200341,Lower Uda Buryat,namebases-dedicated.js,28,lnrt,0,4,12,Asia,Mongolic,[ ]
200342,Macro-Zhuang,namebases-asia.js,41,lnrtkxgms,0,4,12,Asia,Zhuang,[ ]
200342,Macro-Zhuang,namebases-dedicated.js,28,lnrtkxgms,0,4,12,Asia,Zhuang,[ ]
200343,Madiya,namebases-asia.js,41,n,0,4,12,Asia,South-Central Dravidian,[ ]
200343,Madiya,namebases-dedicated.js,28,tdnl,0,4,12,Asia,South-Central Dravidian,[ ]
200344,Magahi,namebases-asia.js,41,h,0,4,12,Asia,Bihari,[ ]
200344,Magahi,namebases-dedicated.js,28,tdnl,0,4,12,Asia,Bihari,[ ]
200345,Magar (Dhut),namebases-asia.js,41,lnrt,0,4,12,Asia,Magaric,[ ]
200345,Magar (Dhut),namebases-dedicated.js,28,lnrt,0,4,12,Asia,Magaric,[ ]
200346,Magar Kham,namebases-asia.js,41,lnrt,0,4,12,Asia,Magaric,[ ]
200346,Magar Kham,namebases-dedicated.js,28,lnrt,0,4,12,Asia,Magaric,[ ]
200347,Maithili,namebases-asia.js,41,tdnl,0,4,12,Asia,Bihari,[ ]
200347,Maithili,namebases-dedicated.js,28,tdnl,0,4,12,Asia,Bihari,[ ]
200348,Majhi,namebases-asia.js,41,f,0,4,12,Asia,Bihari,[ ]
200348,Majhi,namebases-dedicated.js,28,tdnl,0,4,12,Asia,Bihari,[ ]
200349,Mak Kam Sui,namebases-asia.js,41,h,0,4,12,Asia,Kam-Sui,[ ]
200349,Mak Kam Sui,namebases-dedicated.js,28,lnrt,0,4,12,Asia,Kam-Sui,[ ]
200350,Mala Malasar,namebases-asia.js,41,n,0,4,12,Asia,South Dravidian,[ ]
200350,Mala Malasar,namebases-dedicated.js,28,tdnl,0,4,12,Asia,South Dravidian,[ ]
200351,Malankuravan,namebases-asia.js,41,klnpst,0,4,12,Asia,South Dravidian,[ ]
200351,Malankuravan,namebases-dedicated.js,28,tdnl,0,4,12,Asia,South Dravidian,[ ]
200352,Malapandaram,namebases-asia.js,41,klpst,0,4,12,Asia,South Dravidian,[ ]
200352,Malapandaram,namebases-dedicated.js,28,tdnl,0,4,12,Asia,South Dravidian,[ ]
200353,Malasar,namebases-asia.js,41,klpst,0,4,12,Asia,South Dravidian,[ ]
200353,Malasar,namebases-dedicated.js,28,tdnl,0,4,12,Asia,South Dravidian,[ ]
200354,Malpande,namebases-asia.js,41,klmost,0,4,12,Asia,Indo-Aryan,[ ]
200354,Malpande,namebases-dedicated.js,28,tdnl,0,4,12,Asia,Indo-Aryan,[ ]
200355,Malto,namebases-asia.js,41,tdnl,0,4,12,Asia,North Dravidian,[ ]
200355,Malto,namebases-dedicated.js,28,tdnl,0,4,12,Asia,North Dravidian,[ ]
200356,Malvi,namebases-asia.js,41,d,0,4,12,Asia,Rajasthani,[ ]
200356,Malvi,namebases-dedicated.js,28,tdnl,0,4,12,Asia,Rajasthani,[ ]
200357,Manda,namebases-asia.js,41,ejt,0,4,12,Asia,South-Central Dravidian,[ ]
200357,Manda,namebases-dedicated.js,28,tdnl,0,4,12,Asia,South-Central Dravidian,[ ]
200358,Mangghuer,namebases-asia.js,41,t,0,4,12,Asia,Shirongolic,[ ]
200358,Mangghuer,namebases-dedicated.js,28,lnrt,0,4,12,Asia,Shirongolic,[ ]
200359,Manglish,namebases-asia.js,41,lnrt,0,4,12,Asia,English-based,[ ]
200359,Manglish,namebases-dedicated.js,28,lnrt,0,4,12,Asia,English-based,[ ]
200360,Mankiyali,namebases-asia.js,41,cg,0,4,12,Asia,Indo-Aryan,[ ]
200360,Mankiyali,namebases-dedicated.js,28,tdnl,0,4,12,Asia,Indo-Aryan,[ ]
200361,Maonan,namebases-asia.js,41,befort,0,4,12,Asia,Kam-Sui,[ ]
200361,Maonan,namebases-dedicated.js,28,lnrt,0,4,12,Asia,Kam-Sui,[ ]
200362,Mara,namebases-asia.js,41,lnrt,0,4,12,Asia,Kuki-Chin,[ ]
200362,Mara,namebases-dedicated.js,28,lnrt,0,4,12,Asia,Kuki-Chin,[ ]
200363,Marwari,namebases-asia.js,41,h,0,4,12,Asia,Rajasthani,[ ]
200363,Marwari,namebases-dedicated.js,28,tdnl,0,4,12,Asia,Rajasthani,[ ]
200364,Maumere Malay,namebases-asia.js,41,,0,4,12,Asia,Malay-based,[ ]
200364,Maumere Malay,namebases-dedicated.js,28,,0,4,12,Asia,Malay-based,[ ]
200365,Megam,namebases-asia.js,41,gk,0,4,12,Asia,Boro-Garo,[ ]
200365,Megam,namebases-dedicated.js,28,lnrt,0,4,12,Asia,Boro-Garo,[ ]
200366,Mel-Khaonh,namebases-asia.js,41,lt,0,4,12,Asia,Bahnaric,[ ]
200366,Mel-Khaonh,namebases-dedicated.js,28,,0,4,12,Asia,Bahnaric,[ ]
200367,Memoni,namebases-asia.js,41,tdnl,0,4,12,Asia,Indo-Aryan,[ ]
200367,Memoni,namebases-dedicated.js,28,tdnl,0,4,12,Asia,Indo-Aryan,[ ]
200368,Mewari,namebases-asia.js,41,lmt,0,4,12,Asia,Rajasthani,[ ]
200368,Mewari,namebases-dedicated.js,28,tdnl,0,4,12,Asia,Rajasthani,[ ]
200369,Mewati,namebases-asia.js,41,t,0,4,12,Asia,Indo-Aryan,[ ]
200369,Mewati,namebases-dedicated.js,28,tdnl,0,4,12,Asia,Indo-Aryan,[ ]
200370,Middle Mongol,namebases-asia.js,41,lnrt,0,4,12,Asia,Historical Mongolic,[ ]
200370,Middle Mongol,namebases-dedicated.js,28,lnrt,0,4,12,Asia,Historical Mongolic,[ ]
200371,Min Zhuang,namebases-asia.js,41,ah,0,4,12,Asia,Tai-Kadai,[ ]
200371,Min Zhuang,namebases-dedicated.js,28,lnrtkxgms,0,4,12,Asia,Tai-Kadai,[ ]
200372,Mnong,namebases-asia.js,41,,0,4,12,Asia,Bahnaric,[ ]
200372,Mnong,namebases-dedicated.js,28,,0,4,12,Asia,Bahnaric,[ ]
200373,Moghol / Mogholi,namebases-asia.js,41,lnrt,0,4,12,Asia,Mongolic,[ ]
200373,Moghol / Mogholi,namebases-dedicated.js,28,lnrt,0,4,12,Asia,Mongolic,[ ]
200374,Mogholi,namebases-asia.js,41,lnrt,0,4,12,Asia,Mongolic,[ ]
200374,Mogholi,namebases-dedicated.js,28,lnrt,0,4,12,Asia,Mongolic,[ ]
200375,Mongghul,namebases-asia.js,41,lnrt,0,4,12,Asia,Shirongolic,[ ]
200375,Mongghul,namebases-dedicated.js,28,lnrt,0,4,12,Asia,Shirongolic,[ ]
200376,Mongghuor,namebases-asia.js,41,lnrt,0,4,12,Asia,Shirongolic,[ ]
200376,Mongghuor,namebases-dedicated.js,28,lnrt,0,4,12,Asia,Shirongolic,[ ]
200377,Monguor,namebases-asia.js,41,lnrt,0,4,12,Asia,Shirongolic,[ ]
200377,Monguor,namebases-dedicated.js,28,lnrt,0,4,12,Asia,Shirongolic,[ ]
200378,Monom,namebases-asia.js,41,,0,4,12,Asia,Bahnaric,[ ]
200378,Monom,namebases-dedicated.js,28,,0,4,12,Asia,Bahnaric,[ ]
200379,Moyfaw,namebases-asia.js,41,lnrt,0,4,12,Asia,Tai-Kadai,[ ]
200379,Moyfaw,namebases-dedicated.js,28,lnrt,0,4,12,Asia,Tai-Kadai,[ ]
200380,Muduga,namebases-asia.js,41,mnt,0,4,12,Asia,South Dravidian,[ ]
200380,Muduga,namebases-dedicated.js,28,tdnl,0,4,12,Asia,South Dravidian,[ ]
200381,Mugom–Karmarong,namebases-asia.js,41,knpst,0,4,12,Asia,Tibetic,[ ]
200381,Mugom–Karmarong,namebases-dedicated.js,28,lnrt,0,4,12,Asia,Tibetic,[ ]
200382,Mullu Kurumba,namebases-asia.js,41,h,0,4,12,Asia,South Dravidian,[ ]
200382,Mullu Kurumba,namebases-dedicated.js,28,tdnl,0,4,12,Asia,South Dravidian,[ ]
200383,Mundari,namebases-asia.js,41,knpst,0,4,12,Asia,Munda,[ ]
200383,Mundari,namebases-dedicated.js,28,lnrt,0,4,12,Asia,Munda,[ ]
200384,Muong,namebases-asia.js,41,n,0,4,12,Asia,Vietic,[ ]
200384,Muong,namebases-dedicated.js,28,,0,4,12,Asia,Vietic,[ ]
200385,Muria,namebases-asia.js,41,tdnl,0,4,12,Asia,South-Central Dravidian,[ ]
200385,Muria,namebases-dedicated.js,28,tdnl,0,4,12,Asia,South-Central Dravidian,[ ]
200386,Muthuvan,namebases-asia.js,41,h,0,4,12,Asia,South Dravidian,[ ]
200386,Muthuvan,namebases-dedicated.js,28,tdnl,0,4,12,Asia,South Dravidian,[ ]
200387,Myang Zhuang,namebases-asia.js,41,knpst,0,4,12,Asia,Tai-Kadai,[ ]
200387,Myang Zhuang,namebases-dedicated.js,28,lnrtkxgms,0,4,12,Asia,Tai-Kadai,[ ]
200388,Mymensinghi Bengali,namebases-asia.js,27,n,0,4,12,Asia,Bengali–Assamese,[ ]
200388,Mymensinghi Bengali,namebases-dedicated.js,27,tdnl,0,4,12,Asia,Bengali–Assamese,[ ]
200389,Nachhiring,namebases-asia.js,41,lnrt,0,4,12,Asia,Kiranti,[ ]
200389,Nachhiring,namebases-dedicated.js,28,lnrt,0,4,12,Asia,Kiranti,[ ]
200390,Nagpuri,namebases-asia.js,41,tdnl,0,4,12,Asia,Bihari,[ ]
200390,Nagpuri,namebases-dedicated.js,28,tdnl,0,4,12,Asia,Bihari,[ ]
200391,Naiki,namebases-asia.js,41,tdnl,0,4,12,Asia,Central Dravidian,[ ]
200391,Naiki,namebases-dedicated.js,28,tdnl,0,4,12,Asia,Central Dravidian,[ ]
200392,Nanaic,namebases-asia.js,41,e,0,4,12,Asia,Nanaic,[ ]
200392,Nanaic,namebases-dedicated.js,28,lnrt,0,4,12,Asia,Nanaic,[ ]
200393,Nantoq Baoan,namebases-asia.js,41,s,0,4,12,Asia,Baoanic,[ ]
200393,Nantoq Baoan,namebases-dedicated.js,28,lnrt,0,4,12,Asia,Baoanic,[ ]
200394,Nar Phu,namebases-asia.js,41,lnrt,0,4,12,Asia,Tamangic,[ ]
200394,Nar Phu,namebases-dedicated.js,28,lnrt,0,4,12,Asia,Tamangic,[ ]
200395,Negidal,namebases-asia.js,41,h,0,4,12,Asia,Ewenic,[ ]
200395,Negidal,namebases-dedicated.js,28,lnrt,0,4,12,Asia,Ewenic,[ ]
200396,Nepalese English,namebases-asia.js,25,lnrt,0,4,12,Asia,Germanic,[ ]
200396,Nepalese English,namebases-dedicated.js,25,lnrt,0,4,12,Asia,Germanic,[ ]
200397,Nihali,namebases-asia.js,41,lnrt,0,4,12,Asia,Nihali isolate,[ ]
200397,Nihali,namebases-dedicated.js,28,lnrt,0,4,12,Asia,Nihali isolate,[ ]
200398,Nimadi,namebases-asia.js,41,e,0,4,12,Asia,Indo-Aryan,[ ]
200398,Nimadi,namebases-dedicated.js,28,tdnl,0,4,12,Asia,Indo-Aryan,[ ]
200399,Noakhailla,namebases-asia.js,41,tdnl,0,4,12,Asia,Bengali–Assamese,[ ]
200399,Noakhailla,namebases-dedicated.js,28,tdnl,0,4,12,Asia,Bengali–Assamese,[ ]
200400,Nong Zhuang,namebases-asia.js,41,l,0,4,12,Asia,Tai-Kadai,[ ]
200400,Nong Zhuang,namebases-dedicated.js,28,lnrtkxgms,0,4,12,Asia,Tai-Kadai,[ ]
200401,Nonni Dagur,namebases-asia.js,41,n,0,4,12,Asia,Mongolic,[ ]
200401,Nonni Dagur,namebases-dedicated.js,28,lnrt,0,4,12,Asia,Mongolic,[ ]
200402,North Moluccan Malay,namebases-asia.js,41,,0,4,12,Asia,Malay-based,[ ]
200402,North Moluccan Malay,namebases-dedicated.js,28,,0,4,12,Asia,Malay-based,[ ]
200403,Northern Khalkha,namebases-asia.js,41,lnrt,0,4,12,Asia,Mongolic,[ ]
200403,Northern Khalkha,namebases-dedicated.js,28,lnrt,0,4,12,Asia,Mongolic,[ ]
200404,Northern Tai,namebases-asia.js,41,aeu,0,4,12,Asia,Tai-Kadai,[ ]
200404,Northern Tai,namebases-dedicated.js,28,lnrt,0,4,12,Asia,Tai-Kadai,[ ]
200405,Northern Thai,namebases-asia.js,41,t,0,4,12,Asia,Tai-Kadai,[ ]
200405,Northern Thai,namebases-dedicated.js,28,lnrt,0,4,12,Asia,Tai-Kadai,[ ]
200406,Northern Tungusic,namebases-asia.js,41,t,0,4,12,Asia,Northern Tungusic,[ ]
200406,Northern Tungusic,namebases-dedicated.js,28,lnrt,0,4,12,Asia,Northern Tungusic,[ ]
200407,Nung Tai,namebases-asia.js,41,m,0,4,12,Asia,Tai-Kadai,[ ]
200407,Nung Tai,namebases-dedicated.js,28,lnrt,0,4,12,Asia,Tai-Kadai,[ ]
200408,Nyah Kur,namebases-asia.js,41,lnrt,0,4,12,Asia,Monic,[ ]
200408,Nyah Kur,namebases-dedicated.js,28,lnrt,0,4,12,Asia,Monic,[ ]
200409,Nyaheun,namebases-asia.js,41,,0,4,12,Asia,Bahnaric,[ ]
200409,Nyaheun,namebases-dedicated.js,28,,0,4,12,Asia,Bahnaric,[ ]
200410,Oadki,namebases-asia.js,41,mnt,0,4,12,Asia,Indo-Aryan,[ ]
200410,Oadki,namebases-dedicated.js,28,tdnl,0,4,12,Asia,Indo-Aryan,[ ]
200411,Odia,namebases-asia.js,41,tdnl,0,4,12,Asia,Indo-Aryan,[ ]
200411,Odia,namebases-dedicated.js,28,tdnl,0,4,12,Asia,Indo-Aryan,[ ]
200412,Oeld,namebases-asia.js,41,t,0,4,12,Asia,Oirat-Kalmyk,[ ]
200412,Oeld,namebases-dedicated.js,28,lnrt,0,4,12,Asia,Oirat-Kalmyk,[ ]
200413,Oi,namebases-asia.js,41,ae,0,4,12,Asia,Bahnaric,[ ]
200413,Oi,namebases-dedicated.js,28,,0,4,12,Asia,Bahnaric,[ ]
200414,Oirat Mongolian,namebases-asia.js,41,mnt,0,4,12,Asia,Oirat-Kalmyk,[ ]
200414,Oirat Mongolian,namebases-dedicated.js,28,lnrt,0,4,12,Asia,Oirat-Kalmyk,[ ]
200415,Old Khitan,namebases-asia.js,41,a,0,4,12,Asia,Para-Mongolic,[ ]
200415,Old Khitan,namebases-dedicated.js,28,lnrt,0,4,12,Asia,Para-Mongolic,[ ]
200416,Old Serbi,namebases-asia.js,41,h,0,4,12,Asia,Para-Mongolic,[ ]
200416,Old Serbi,namebases-dedicated.js,28,lnrt,0,4,12,Asia,Para-Mongolic,[ ]
200417,Ollari,namebases-asia.js,41,h,0,4,12,Asia,Central Dravidian,[ ]
200417,Ollari,namebases-dedicated.js,28,tdnl,0,4,12,Asia,Central Dravidian,[ ]
200418,Önge,namebases-asia.js,41,lot,0,4,12,Asia,Ongan,[ ]
200418,Önge,namebases-dedicated.js,28,,0,4,12,Asia,Ongan,[ ]
200419,Ordos Mongol,namebases-asia.js,41,det,0,4,12,Asia,Mongolic,[ ]
200419,Ordos Mongol,namebases-dedicated.js,28,lnrt,0,4,12,Asia,Mongolic,[ ]
200420,Ormuri,namebases-asia.js,41,aghn,0,4,12,Asia,Iranian,[ ]
200420,Ormuri,namebases-dedicated.js,28,lnrt,0,4,12,Asia,Iranian,[ ]
200421,Oroch,namebases-asia.js,41,t,0,4,12,Asia,Udegheic,[ ]
200421,Oroch,namebases-dedicated.js,28,lnrt,0,4,12,Asia,Udegheic,[ ]
200422,Orok,namebases-asia.js,41,lnrt,0,4,12,Asia,Nanaic,[ ]
200422,Orok,namebases-dedicated.js,28,lnrt,0,4,12,Asia,Nanaic,[ ]
200423,Paha,namebases-asia.js,41,lnrt,0,4,12,Asia,Kra,[ ]
200423,Paha,namebases-dedicated.js,28,lnrt,0,4,12,Asia,Kra,[ ]
200424,Pahari (Sino-Tibetan),namebases-asia.js,41,tdnl,0,4,12,Asia,Newaric,[ ]
200424,Pahari (Sino-Tibetan),namebases-dedicated.js,28,tdnl,0,4,12,Asia,Newaric,[ ]
200425,Pahari-Pothwari,namebases-asia.js,41,tdnl,0,4,12,Asia,Indo-Aryan,[ ]
200425,Pahari-Pothwari,namebases-dedicated.js,28,tdnl,0,4,12,Asia,Indo-Aryan,[ ]
200426,Pakistani English,namebases-asia.js,26,bfot,0,4,12,Asia,Germanic,[ ]
200426,Pakistani English,namebases-dedicated.js,26,lnrt,0,4,12,Asia,Germanic,[ ]
200427,Paliyan,namebases-asia.js,41,kt,0,4,12,Asia,South Dravidian,[ ]
200427,Paliyan,namebases-dedicated.js,28,tdnl,0,4,12,Asia,South Dravidian,[ ]
200428,Palula,namebases-asia.js,41,klo,0,4,12,Asia,Dardic,[ ]
200428,Palula,namebases-dedicated.js,28,lnrt,0,4,12,Asia,Dardic,[ ]
200429,Pangasinan,namebases-asia.js,41,o,0,4,12,Asia,Austronesian,[ ]
200429,Pangasinan,namebases-dedicated.js,28,lnrt,0,4,12,Asia,Austronesian,[ ]
200430,Pangkhua,namebases-asia.js,41,l,0,4,12,Asia,Kuki-Chin,[ ]
200430,Pangkhua,namebases-dedicated.js,28,lnrtkxgms,0,4,12,Asia,Kuki-Chin,[ ]
200431,Pashto, Northern,namebases-asia.js,41,hl,0,4,12,Asia,Iranian,[ ]
200431,Pashto, Northern,namebases-dedicated.js,28,lnrt,0,4,12,Asia,Iranian,[ ]
200432,Pashto, Southern,namebases-asia.js,41,t,0,4,12,Asia,Iranian,[ ]
200432,Pashto, Southern,namebases-dedicated.js,28,lnrt,0,4,12,Asia,Iranian,[ ]
200433,Pattapu,namebases-asia.js,41,t,0,4,12,Asia,South Dravidian,[ ]
200433,Pattapu,namebases-dedicated.js,28,tdnl,0,4,12,Asia,South Dravidian,[ ]
200434,Pear,namebases-asia.js,41,lot,0,4,12,Asia,Pearic,[ ]
200434,Pear,namebases-dedicated.js,28,,0,4,12,Asia,Pearic,[ ]
200435,Pengo,namebases-asia.js,30,lt,0,4,12,Asia,South-Central Dravidian,[ ]
200435,Pengo,namebases-dedicated.js,28,tdnl,0,4,12,Asia,South-Central Dravidian,[ ]
200436,Phake,namebases-asia.js,30,lnrt,0,4,12,Asia,Tai-Kadai,[ ]
200436,Phake,namebases-dedicated.js,28,lnrt,0,4,12,Asia,Tai-Kadai,[ ]
200437,Phu Thai,namebases-asia.js,30,lnrt,0,4,12,Asia,Tai-Kadai,[ ]
200437,Phu Thai,namebases-dedicated.js,28,lnrt,0,4,12,Asia,Tai-Kadai,[ ]
200438,Phuan,namebases-asia.js,30,lnrtkxgms,0,4,12,Asia,Tai-Kadai,[ ]
200438,Phuan,namebases-dedicated.js,28,lnrtkxgms,0,4,12,Asia,Tai-Kadai,[ ]
200439,Portugis,namebases-asia.js,30,lnrs,0,4,12,Asia,Portuguese-based,[ ]
200439,Portugis,namebases-dedicated.js,28,lnrs,0,4,12,Asia,Portuguese-based,[ ]
200440,Proto-Ainu,namebases-asia.js,30,eo,0,4,12,Asia,Proto,[ ]
200440,Proto-Ainu,namebases-dedicated.js,28,eo,0,4,12,Asia,Proto,[ ]
200441,Proto-Austroasiatic,namebases-asia.js,30,lnrt,0,4,12,Asia,Proto,[ ]
200441,Proto-Austroasiatic,namebases-dedicated.js,28,lnrt,0,4,12,Asia,Proto,[ ]
200442,Proto-Hlai,namebases-asia.js,30,lnrt,0,4,12,Asia,Hlai,[ ]
200442,Proto-Hlai,namebases-dedicated.js,28,lnrt,0,4,12,Asia,Hlai,[ ]
200443,Proto-Hokkaido-Kuril,namebases-asia.js,30,lnrt,0,4,12,Asia,Proto,[ ]
200443,Proto-Hokkaido-Kuril,namebases-dedicated.js,28,lnrt,0,4,12,Asia,Proto,[ ]
200444,Proto-KamSui,namebases-asia.js,30,lnrt,0,4,12,Asia,Kam-Sui,[ ]
200444,Proto-KamSui,namebases-dedicated.js,28,lnrt,0,4,12,Asia,Kam-Sui,[ ]
200445,Proto-KraDai,namebases-asia.js,30,lnrt,0,4,12,Asia,Kra-Dai,[ ]
200445,Proto-KraDai,namebases-dedicated.js,28,lnrt,0,4,12,Asia,Kra-Dai,[ ]
200446,Proto-Mongolic,namebases-asia.js,30,lnrt,0,4,12,Asia,Proto-Mongolic,[ ]
200446,Proto-Mongolic,namebases-dedicated.js,28,lnrt,0,4,12,Asia,Proto-Mongolic,[ ]
200447,Proto-Sakhalin,namebases-asia.js,30,lnot,0,4,12,Asia,Proto,[ ]
200447,Proto-Sakhalin,namebases-dedicated.js,28,lnot,0,4,12,Asia,Proto,[ ]
200448,Proto-Tai,namebases-asia.js,30,lnrt,0,4,12,Asia,Tai,[ ]
200448,Proto-Tai,namebases-dedicated.js,28,lnrt,0,4,12,Asia,Tai,[ ]
200449,Pyang Zhuang,namebases-asia.js,30,lnrtkxgms,0,4,12,Asia,Tai,[ ]
200449,Pyang Zhuang,namebases-dedicated.js,28,lnrtkxgms,0,4,12,Asia,Tai,[ ]
200450,Qifu,namebases-asia.js,30,lnrt,0,4,12,Asia,Para-Mongolic,[ ]
200450,Qifu,namebases-dedicated.js,28,lnrt,0,4,12,Asia,Para-Mongolic,[ ]
200451,Ra'ong,namebases-asia.js,30,,0,4,12,Asia,Bahnaric,[ ]
200451,Ra'ong,namebases-dedicated.js,28,,0,4,12,Asia,Bahnaric,[ ]
200452,Rabha,namebases-asia.js,30,lnrt,0,4,12,Asia,Boro-Garo,[ ]
200452,Rabha,namebases-dedicated.js,28,lnrt,0,4,12,Asia,Boro-Garo,[ ]
200453,Rajasthani,namebases-asia.js,30,tdnl,0,4,12,Asia,Rajasthani,[ ]
200453,Rajasthani,namebases-dedicated.js,28,tdnl,0,4,12,Asia,Rajasthani,[ ]
200454,Rajbanshi,namebases-asia.js,30,tdnl,0,4,12,Asia,Bengali–Assamese,[ ]
200454,Rajbanshi,namebases-dedicated.js,28,tdnl,0,4,12,Asia,Bengali–Assamese,[ ]
200455,Rana Tharu,namebases-asia.js,30,lnrt,0,4,12,Asia,Tharu,[ ]
200455,Rana Tharu,namebases-dedicated.js,28,lnrt,0,4,12,Asia,Tharu,[ ]
200456,Rangpuri,namebases-asia.js,30,tdnl,0,4,12,Asia,Bengali–Assamese,[ ]
200456,Rangpuri,namebases-dedicated.js,28,tdnl,0,4,12,Asia,Bengali–Assamese,[ ]
200457,Raute,namebases-asia.js,30,lnrt,0,4,12,Asia,Raji–Raute,[ ]
200457,Raute,namebases-dedicated.js,28,lnrt,0,4,12,Asia,Raji–Raute,[ ]
200458,Ravula,namebases-asia.js,30,tdnl,0,4,12,Asia,South Dravidian,[ ]
200458,Ravula,namebases-dedicated.js,28,tdnl,0,4,12,Asia,South Dravidian,[ ]
200459,Rengao,namebases-asia.js,30,,0,4,12,Asia,Bahnaric,[ ]
200459,Rengao,namebases-dedicated.js,28,,0,4,12,Asia,Bahnaric,[ ]
200460,Riang,namebases-asia.js,30,,0,4,12,Asia,Palaungic,[ ]
200460,Riang,namebases-dedicated.js,28,,0,4,12,Asia,Palaungic,[ ]
200461,Rohingya,namebases-asia.js,30,tdnl,0,4,12,Asia,Indo-Aryan,[ ]
200461,Rohingya,namebases-dedicated.js,28,tdnl,0,4,12,Asia,Indo-Aryan,[ ]
200462,Rouran,namebases-asia.js,30,lnrt,0,4,12,Asia,Para-Mongolic,[ ]
200462,Rouran,namebases-dedicated.js,28,lnrt,0,4,12,Asia,Para-Mongolic,[ ]
200463,Sa-och,namebases-asia.js,30,,0,4,12,Asia,Pearic,[ ]
200463,Sa-och,namebases-dedicated.js,28,,0,4,12,Asia,Pearic,[ ]
200464,Sadri,namebases-asia.js,30,tdnl,0,4,12,Asia,Bihari,[ ]
200464,Sadri,namebases-dedicated.js,28,tdnl,0,4,12,Asia,Bihari,[ ]
200465,Saek,namebases-asia.js,30,lnrt,0,4,12,Asia,Tai-Kadai,[ ]
200465,Saek,namebases-dedicated.js,28,lnrt,0,4,12,Asia,Tai-Kadai,[ ]
200466,Sakhalin Ainu,namebases-asia.js,30,eo,0,4,12,Asia,Sakhalin,[ ]
200466,Sakhalin Ainu,namebases-dedicated.js,28,eo,0,4,12,Asia,Sakhalin,[ ]
200467,Sakhalin dialects,namebases-asia.js,30,lnot,0,4,12,Asia,Sakhalin,[ ]
200467,Sakhalin dialects,namebases-dedicated.js,28,lnot,0,4,12,Asia,Sakhalin,[ ]
200468,Sambalpuri,namebases-asia.js,30,tdnl,0,4,12,Asia,Eastern Indo-Aryan,[ ]
200468,Sambalpuri,namebases-dedicated.js,28,tdnl,0,4,12,Asia,Eastern Indo-Aryan,[ ]
200469,Samre,namebases-asia.js,30,,0,4,12,Asia,Pearic,[ ]
200469,Samre,namebases-dedicated.js,28,,0,4,12,Asia,Pearic,[ ]
200470,Sanskrit,namebases-asia.js,30,tdnl,0,4,12,Asia,Old Indo-Aryan,[ ]
200470,Sanskrit,namebases-dedicated.js,28,tdnl,0,4,12,Asia,Old Indo-Aryan,[ ]
200471,Santa / Sarta (Dongxiang),namebases-asia.js,30,,0,4,12,Asia,Southern Mongolic,[ ]
200471,Santa / Sarta (Dongxiang),namebases-dedicated.js,28,,0,4,12,Asia,Southern Mongolic,[ ]
200472,Santa Mongol,namebases-asia.js,30,lnrt,0,4,12,Asia,Mongolic,[ ]
200472,Santa Mongol,namebases-dedicated.js,28,lnrt,0,4,12,Asia,Mongolic,[ ]
200473,Santa Sijiaji,namebases-asia.js,30,lnrt,0,4,12,Asia,Southern Mongolic,[ ]
200473,Santa Sijiaji,namebases-dedicated.js,28,lnrt,0,4,12,Asia,Southern Mongolic,[ ]
200474,Santa Suonanba,namebases-asia.js,30,lnrt,0,4,12,Asia,Southern Mongolic,[ ]
200474,Santa Suonanba,namebases-dedicated.js,28,lnrt,0,4,12,Asia,Southern Mongolic,[ ]
200475,Santa Wangjiaji,namebases-asia.js,30,,0,4,12,Asia,Southern Mongolic,[ ]
200475,Santa Wangjiaji,namebases-dedicated.js,28,,0,4,12,Asia,Southern Mongolic,[ ]
200476,Sapa,namebases-asia.js,30,lnrt,0,4,12,Asia,Tai-Kadai,[ ]
200476,Sapa,namebases-dedicated.js,28,lnrt,0,4,12,Asia,Tai-Kadai,[ ]
200477,Sapuan,namebases-asia.js,30,,0,4,12,Asia,Bahnaric,[ ]
200477,Sapuan,namebases-dedicated.js,28,,0,4,12,Asia,Bahnaric,[ ]
200478,Saraiki,namebases-asia.js,30,tdnl,0,4,12,Asia,Indo-Aryan,[ ]
200478,Saraiki,namebases-dedicated.js,28,tdnl,0,4,12,Asia,Indo-Aryan,[ ]
200479,Sart Kalmyk,namebases-asia.js,30,lnrt,0,4,12,Asia,Oirat-Kalmyk,[ ]
